# Frequency	I_corrected	Q_corrected
1.03015000e+10	1.20907725e-02	1.00281976e-04
1.03016500e+10	1.21114059e-02	1.48094198e-04
1.03018000e+10	1.22041911e-02	5.07555620e-05
1.03019500e+10	1.21630962e-02	4.54868547e-05
1.03021000e+10	1.22442086e-02	-1.20247505e-05
1.03022500e+10	1.22608618e-02	-3.07677158e-05
1.03024000e+10	1.23970161e-02	-1.02894905e-04
1.03025500e+10	1.24332438e-02	-1.30048997e-04
1.03027000e+10	1.25108122e-02	-2.67141082e-04
1.03028500e+10	1.25605667e-02	-2.08738464e-04
1.03030000e+10	1.26780428e-02	-3.38719192e-04
1.03031500e+10	1.26540868e-02	-3.85670212e-04
1.03033000e+10	1.28448607e-02	-4.03130717e-04
1.03034500e+10	1.28015656e-02	-4.30362138e-04
1.03036000e+10	1.29917616e-02	-5.82769021e-04
1.03037500e+10	1.29351952e-02	-5.84749158e-04
1.03039000e+10	1.30452335e-02	-6.13749928e-04
1.03040500e+10	1.30372602e-02	-6.72157522e-04
1.03042000e+10	1.31605094e-02	-7.82651493e-04
1.03043500e+10	1.31778226e-02	-8.01628257e-04
1.03045000e+10	1.33950015e-02	-8.68049042e-04
1.03046500e+10	1.34118657e-02	-8.87297638e-04
1.03048000e+10	1.36066521e-02	-1.01799299e-03
1.03049500e+10	1.36031279e-02	-1.03606734e-03
1.03051000e+10	1.36245689e-02	-1.17065909e-03
1.03052500e+10	1.36739423e-02	-1.19094048e-03
1.03054000e+10	1.37600219e-02	-1.22555297e-03
1.03055500e+10	1.38336327e-02	-1.31068146e-03
1.03057000e+10	1.38795189e-02	-1.33326075e-03
1.03058500e+10	1.39905102e-02	-1.38813304e-03
1.03060000e+10	1.41334229e-02	-1.49916852e-03
1.03061500e+10	1.42060855e-02	-1.54795891e-03
1.03063000e+10	1.42919694e-02	-1.64324807e-03
1.03064500e+10	1.43778390e-02	-1.72966241e-03
1.03066000e+10	1.44790808e-02	-1.78853302e-03
1.03067500e+10	1.44362504e-02	-1.84809060e-03
1.03069000e+10	1.45411495e-02	-1.87146009e-03
1.03070500e+10	1.46082521e-02	-1.94847455e-03
1.03072000e+10	1.47248517e-02	-2.09934328e-03
1.03073500e+10	1.47886608e-02	-2.09771450e-03
1.03075000e+10	1.48803527e-02	-2.23906318e-03
1.03076500e+10	1.49947241e-02	-2.30205736e-03
1.03078000e+10	1.51199225e-02	-2.38846858e-03
1.03079500e+10	1.52193733e-02	-2.44508980e-03
1.03081000e+10	1.52404756e-02	-2.51502731e-03
1.03082500e+10	1.52551931e-02	-2.62366652e-03
1.03084000e+10	1.54256203e-02	-2.66722971e-03
1.03085500e+10	1.54835789e-02	-2.74824199e-03
1.03087000e+10	1.56244560e-02	-2.83901619e-03
1.03088500e+10	1.56191723e-02	-2.95509252e-03
1.03090000e+10	1.57021383e-02	-2.99033406e-03
1.03091500e+10	1.59725295e-02	-3.16655016e-03
1.03093000e+10	1.60405846e-02	-3.24991632e-03
1.03094500e+10	1.60746414e-02	-3.36077276e-03
1.03096000e+10	1.61877873e-02	-3.42642350e-03
1.03097500e+10	1.63171920e-02	-3.52279707e-03
1.03099000e+10	1.62201061e-02	-3.62236156e-03
1.03100500e+10	1.62434077e-02	-3.70498582e-03
1.03102000e+10	1.64446381e-02	-3.81094499e-03
1.03103500e+10	1.65590464e-02	-3.98027427e-03
1.03105000e+10	1.66098979e-02	-4.05090691e-03
1.03106500e+10	1.67086419e-02	-4.16078757e-03
1.03108000e+10	1.69347767e-02	-4.22748076e-03
1.03109500e+10	1.71214156e-02	-4.39080182e-03
1.03111000e+10	1.70562432e-02	-4.46199652e-03
1.03112500e+10	1.72245180e-02	-4.60797940e-03
1.03114000e+10	1.72602043e-02	-4.67804241e-03
1.03115500e+10	1.73951313e-02	-4.80659402e-03
1.03117000e+10	1.73996298e-02	-4.92700917e-03
1.03118500e+10	1.76004836e-02	-5.06579553e-03
1.03120000e+10	1.76385619e-02	-5.21017855e-03
1.03121500e+10	1.78578039e-02	-5.33734648e-03
1.03123000e+10	1.79491971e-02	-5.42854053e-03
1.03124500e+10	1.80835641e-02	-5.58624563e-03
1.03126000e+10	1.81111287e-02	-5.69428498e-03
1.03127500e+10	1.83156944e-02	-5.89905277e-03
1.03129000e+10	1.83968882e-02	-6.04789225e-03
1.03130500e+10	1.84748299e-02	-6.15775847e-03
1.03132000e+10	1.84371998e-02	-6.25721446e-03
1.03133500e+10	1.86888482e-02	-6.43409305e-03
1.03135000e+10	1.87193663e-02	-6.56055613e-03
1.03136500e+10	1.89485609e-02	-6.71253812e-03
1.03138000e+10	1.89307987e-02	-6.90780523e-03
1.03139500e+10	1.92258671e-02	-7.04095862e-03
1.03141000e+10	1.92751020e-02	-7.24470747e-03
1.03142500e+10	1.94198893e-02	-7.34197415e-03
1.03144000e+10	1.94754012e-02	-7.54644677e-03
1.03145500e+10	1.96231937e-02	-7.71286947e-03
1.03147000e+10	1.95677023e-02	-7.88359007e-03
1.03148500e+10	1.98103818e-02	-8.04910450e-03
1.03150000e+10	1.98428718e-02	-8.19914892e-03
1.03151500e+10	1.99603844e-02	-8.36228172e-03
1.03153000e+10	2.01633660e-02	-8.63884739e-03
1.03154500e+10	2.03872447e-02	-8.85907674e-03
1.03156000e+10	2.03677171e-02	-8.98498657e-03
1.03157500e+10	2.04909242e-02	-9.21925266e-03
1.03159000e+10	2.05959067e-02	-9.44928917e-03
1.03160500e+10	2.08274348e-02	-9.67043630e-03
1.03162000e+10	2.07833635e-02	-9.73709096e-03
1.03163500e+10	2.08240086e-02	-9.99177385e-03
1.03165000e+10	2.10581572e-02	-1.02135910e-02
1.03166500e+10	2.13012829e-02	-1.05085101e-02
1.03168000e+10	2.11157658e-02	-1.05847391e-02
1.03169500e+10	2.14297553e-02	-1.08662009e-02
1.03171000e+10	2.17012497e-02	-1.12251143e-02
1.03172500e+10	2.18526287e-02	-1.14209627e-02
1.03174000e+10	2.17624771e-02	-1.16481792e-02
1.03175500e+10	2.19578085e-02	-1.18857983e-02
1.03177000e+10	2.21501636e-02	-1.21630270e-02
1.03178500e+10	2.21555771e-02	-1.23751980e-02
1.03180000e+10	2.22140981e-02	-1.25853541e-02
1.03181500e+10	2.23005642e-02	-1.28484338e-02
1.03183000e+10	2.25982257e-02	-1.32525963e-02
1.03184500e+10	2.26709530e-02	-1.34675950e-02
1.03186000e+10	2.27773824e-02	-1.38271165e-02
1.03187500e+10	2.29266776e-02	-1.40897890e-02
1.03189000e+10	2.31268781e-02	-1.43889513e-02
1.03190500e+10	2.30673934e-02	-1.45655408e-02
1.03192000e+10	2.33290736e-02	-1.50075691e-02
1.03193500e+10	2.32513429e-02	-1.52276536e-02
1.03195000e+10	2.34089881e-02	-1.55426862e-02
1.03196500e+10	2.34582778e-02	-1.58671248e-02
1.03198000e+10	2.38086321e-02	-1.62945165e-02
1.03199500e+10	2.35970567e-02	-1.65062026e-02
1.03201000e+10	2.39391451e-02	-1.69587505e-02
1.03202500e+10	2.40296264e-02	-1.73997521e-02
1.03204000e+10	2.42575452e-02	-1.77605211e-02
1.03205500e+10	2.40420014e-02	-1.79392221e-02
1.03207000e+10	2.43157758e-02	-1.83427682e-02
1.03208500e+10	2.43946970e-02	-1.88473956e-02
1.03210000e+10	2.45399678e-02	-1.91914435e-02
1.03211500e+10	2.44512427e-02	-1.95280408e-02
1.03213000e+10	2.47268636e-02	-2.00447189e-02
1.03214500e+10	2.48221224e-02	-2.05245813e-02
1.03216000e+10	2.48906561e-02	-2.09239046e-02
1.03217500e+10	2.49073801e-02	-2.13984850e-02
1.03219000e+10	2.52032209e-02	-2.18816792e-02
1.03220500e+10	2.50673485e-02	-2.22461005e-02
1.03222000e+10	2.51759080e-02	-2.28581238e-02
1.03223500e+10	2.52510014e-02	-2.32190068e-02
1.03225000e+10	2.52719050e-02	-2.37675133e-02
1.03226500e+10	2.51552705e-02	-2.41097077e-02
1.03228000e+10	2.53836131e-02	-2.47669637e-02
1.03229500e+10	2.54180981e-02	-2.52051608e-02
1.03231000e+10	2.56400117e-02	-2.59313391e-02
1.03232500e+10	2.53931787e-02	-2.62930715e-02
1.03234000e+10	2.57330253e-02	-2.71951529e-02
1.03235500e+10	2.55362222e-02	-2.75073959e-02
1.03237000e+10	2.54207673e-02	-2.80209619e-02
1.03238500e+10	2.54611667e-02	-2.85316222e-02
1.03240000e+10	2.55849017e-02	-2.94156950e-02
1.03241500e+10	2.54363086e-02	-2.98412997e-02
1.03243000e+10	2.52822305e-02	-3.03335709e-02
1.03244500e+10	2.53316226e-02	-3.10792354e-02
1.03246000e+10	2.55561349e-02	-3.21284389e-02
1.03247500e+10	2.52166358e-02	-3.26131602e-02
1.03249000e+10	2.51459187e-02	-3.32463475e-02
1.03250500e+10	2.51137361e-02	-3.40203090e-02
1.03252000e+10	2.50275555e-02	-3.48399870e-02
1.03253500e+10	2.47757971e-02	-3.54084018e-02
1.03255000e+10	2.44827122e-02	-3.59171143e-02
1.03256500e+10	2.44142532e-02	-3.67873507e-02
1.03258000e+10	2.42515503e-02	-3.76993518e-02
1.03259500e+10	2.41051279e-02	-3.85384385e-02
1.03261000e+10	2.37843524e-02	-3.93673913e-02
1.03262500e+10	2.36538639e-02	-4.02775757e-02
1.03264000e+10	2.33507136e-02	-4.10286302e-02
1.03265500e+10	2.30884464e-02	-4.21002663e-02
1.03267000e+10	2.27285718e-02	-4.27566966e-02
1.03268500e+10	2.22911553e-02	-4.35284322e-02
1.03270000e+10	2.19247947e-02	-4.42471691e-02
1.03271500e+10	2.16312679e-02	-4.55043908e-02
1.03273000e+10	2.09899726e-02	-4.59354979e-02
1.03274500e+10	2.05707297e-02	-4.69661165e-02
1.03276000e+10	2.00876791e-02	-4.80379452e-02
1.03277500e+10	1.96746678e-02	-4.93084265e-02
1.03279000e+10	1.89459399e-02	-4.99659736e-02
1.03280500e+10	1.83452610e-02	-5.10502377e-02
1.03282000e+10	1.76602870e-02	-5.19037382e-02
1.03283500e+10	1.70321620e-02	-5.29761820e-02
1.03285000e+10	1.61013080e-02	-5.34375879e-02
1.03286500e+10	1.52567862e-02	-5.44618621e-02
1.03288000e+10	1.44512245e-02	-5.53881183e-02
1.03289500e+10	1.35883210e-02	-5.64992623e-02
1.03291000e+10	1.26393967e-02	-5.71145320e-02
1.03292500e+10	1.17166677e-02	-5.84564825e-02
1.03294000e+10	1.06265743e-02	-5.93545938e-02
1.03295500e+10	9.56214128e-03	-6.02315810e-02
1.03297000e+10	8.31439133e-03	-6.10788946e-02
1.03298500e+10	7.19404131e-03	-6.20546837e-02
1.03300000e+10	5.81006737e-03	-6.22496046e-02
1.03301500e+10	4.61454312e-03	-6.31587578e-02
1.03303000e+10	3.22698865e-03	-6.36837238e-02
1.03304500e+10	1.77874504e-03	-6.46000061e-02
1.03306000e+10	1.93237818e-04	-6.48640799e-02
1.03307500e+10	-1.18122250e-03	-6.59956377e-02
1.03309000e+10	-2.83707619e-03	-6.66565350e-02
1.03310500e+10	-4.50780414e-03	-6.72582761e-02
1.03312000e+10	-6.07664849e-03	-6.73051755e-02
1.03313500e+10	-7.79418827e-03	-6.80640871e-02
1.03315000e+10	-9.48521733e-03	-6.80907833e-02
1.03316500e+10	-1.12654910e-02	-6.82073626e-02
1.03318000e+10	-1.30198054e-02	-6.78712782e-02
1.03319500e+10	-1.48955503e-02	-6.83537904e-02
1.03321000e+10	-1.66972652e-02	-6.81311148e-02
1.03322500e+10	-1.85630886e-02	-6.82920736e-02
1.03324000e+10	-2.04635382e-02	-6.79930621e-02
1.03325500e+10	-2.24596172e-02	-6.80523806e-02
1.03327000e+10	-2.42267754e-02	-6.77072450e-02
1.03328500e+10	-2.62296561e-02	-6.74269559e-02
1.03330000e+10	-2.79315718e-02	-6.64767228e-02
1.03331500e+10	-2.96609010e-02	-6.56698523e-02
1.03333000e+10	-3.14062215e-02	-6.49197537e-02
1.03334500e+10	-3.32229443e-02	-6.43316169e-02
1.03336000e+10	-3.48048367e-02	-6.31102106e-02
1.03337500e+10	-3.64416242e-02	-6.21637920e-02
1.03339000e+10	-3.82575351e-02	-6.16143496e-02
1.03340500e+10	-4.00524136e-02	-6.07256974e-02
1.03342000e+10	-4.14249455e-02	-5.93368604e-02
1.03343500e+10	-4.28320348e-02	-5.81022570e-02
1.03345000e+10	-4.44339705e-02	-5.70531648e-02
1.03346500e+10	-4.56477605e-02	-5.55695565e-02
1.03348000e+10	-4.65632017e-02	-5.38070738e-02
1.03349500e+10	-4.75957592e-02	-5.22494283e-02
1.03351000e+10	-4.91039931e-02	-5.12573737e-02
1.03352500e+10	-4.99068439e-02	-4.95164872e-02
1.03354000e+10	-5.08918340e-02	-4.79863589e-02
1.03355500e+10	-5.18987292e-02	-4.66297813e-02
1.03357000e+10	-5.29979206e-02	-4.53652127e-02
1.03358500e+10	-5.35575897e-02	-4.36761490e-02
1.03360000e+10	-5.43608020e-02	-4.21163272e-02
1.03361500e+10	-5.46162075e-02	-4.03755999e-02
1.03363000e+10	-5.52452549e-02	-3.88929568e-02
1.03364500e+10	-5.53881305e-02	-3.70892545e-02
1.03366000e+10	-5.59331975e-02	-3.56235676e-02
1.03367500e+10	-5.59393813e-02	-3.39501447e-02
1.03369000e+10	-5.64420242e-02	-3.26292757e-02
1.03370500e+10	-5.66427445e-02	-3.11207101e-02
1.03372000e+10	-5.71984738e-02	-2.98670222e-02
1.03373500e+10	-5.70415269e-02	-2.82077402e-02
1.03375000e+10	-5.72057724e-02	-2.69297853e-02
1.03376500e+10	-5.71372375e-02	-2.54545922e-02
1.03378000e+10	-5.71891073e-02	-2.41538444e-02
1.03379500e+10	-5.64737368e-02	-2.25740455e-02
1.03381000e+10	-5.66097075e-02	-2.13328146e-02
1.03382500e+10	-5.63887899e-02	-2.00612469e-02
1.03384000e+10	-5.62647502e-02	-1.88309251e-02
1.03385500e+10	-5.58349689e-02	-1.75748400e-02
1.03387000e+10	-5.59572582e-02	-1.64967728e-02
1.03388500e+10	-5.56810272e-02	-1.53233530e-02
1.03390000e+10	-5.55218476e-02	-1.43657946e-02
1.03391500e+10	-5.50055178e-02	-1.31764182e-02
1.03393000e+10	-5.47186157e-02	-1.20983078e-02
1.03394500e+10	-5.39593229e-02	-1.10623108e-02
1.03396000e+10	-5.36557616e-02	-1.01108453e-02
1.03397500e+10	-5.30311989e-02	-9.10517098e-03
1.03399000e+10	-5.29970730e-02	-8.23448459e-03
1.03400500e+10	-5.22072787e-02	-7.27346182e-03
1.03402000e+10	-5.22025923e-02	-6.55134843e-03
1.03403500e+10	-5.16594527e-02	-5.66801606e-03
1.03405000e+10	-5.13170246e-02	-4.83387747e-03
1.03406500e+10	-5.05410986e-02	-4.09252546e-03
1.03408000e+10	-5.04797804e-02	-3.32615490e-03
1.03409500e+10	-4.96818976e-02	-2.60485552e-03
1.03411000e+10	-4.90144061e-02	-1.86598985e-03
1.03412500e+10	-4.83688889e-02	-1.17266439e-03
1.03414000e+10	-4.83330013e-02	-6.11328863e-04
1.03415500e+10	-4.74786259e-02	4.79700776e-05
1.03417000e+10	-4.70357753e-02	6.40923877e-04
1.03418500e+10	-4.66681639e-02	1.26988332e-03
1.03420000e+10	-4.65202064e-02	1.75806052e-03
1.03421500e+10	-4.58556933e-02	2.38909137e-03
1.03423000e+10	-4.50317133e-02	2.93010461e-03
1.03424500e+10	-4.48451055e-02	3.43683373e-03
1.03426000e+10	-4.43920287e-02	3.91484168e-03
1.03427500e+10	-4.36892707e-02	4.30246658e-03
1.03429000e+10	-4.31365616e-02	4.80911392e-03
1.03430500e+10	-4.28090956e-02	5.28995649e-03
1.03432000e+10	-4.21886345e-02	5.70043616e-03
1.03433500e+10	-4.20055889e-02	6.19655663e-03
1.03435000e+10	-4.14670042e-02	6.51996423e-03
1.03436500e+10	-4.09999490e-02	6.99789965e-03
1.03438000e+10	-4.04837329e-02	7.29582615e-03
1.03439500e+10	-4.03215040e-02	7.60433567e-03
1.03441000e+10	-3.95835830e-02	7.98702332e-03
1.03442500e+10	-3.89499360e-02	8.26160009e-03
1.03444000e+10	-3.84457219e-02	8.58459184e-03
1.03445500e+10	-3.82676296e-02	8.95957858e-03
1.03447000e+10	-3.78835530e-02	9.25570343e-03
1.03448500e+10	-3.73014256e-02	9.52469517e-03
1.03450000e+10	-3.69570042e-02	9.83642875e-03
1.03451500e+10	-3.67411644e-02	1.01544151e-02
1.03453000e+10	-3.61293499e-02	1.02860582e-02
1.03454500e+10	-3.56235376e-02	1.05875442e-02
1.03456000e+10	-3.52539634e-02	1.06758902e-02
1.03457500e+10	-3.48771166e-02	1.10582829e-02
1.03459000e+10	-3.42178136e-02	1.11673879e-02
1.03460500e+10	-3.39036445e-02	1.14627584e-02
1.03462000e+10	-3.36681702e-02	1.16502692e-02
1.03463500e+10	-3.32120849e-02	1.18595080e-02
1.03465000e+10	-3.28422837e-02	1.19522050e-02
1.03466500e+10	-3.26942322e-02	1.23236640e-02
1.03468000e+10	-3.21532732e-02	1.23959189e-02
1.03469500e+10	-3.18969219e-02	1.26704372e-02
1.03471000e+10	-3.12107770e-02	1.26773450e-02
1.03472500e+10	-3.10774263e-02	1.29173553e-02
1.03474000e+10	-3.05059117e-02	1.29711757e-02
1.03475500e+10	-3.03528473e-02	1.32087781e-02
1.03477000e+10	-2.99302452e-02	1.33293121e-02
1.03478500e+10	-2.98438129e-02	1.35171574e-02
1.03480000e+10	-2.91170107e-02	1.35893273e-02
1.03481500e+10	-2.90408928e-02	1.38728178e-02
1.03483000e+10	-2.86499819e-02	1.39453903e-02
1.03484500e+10	-2.84220198e-02	1.41460637e-02
1.03486000e+10	-2.77807754e-02	1.40539266e-02
1.03487500e+10	-2.77786799e-02	1.42963773e-02
1.03489000e+10	-2.72889417e-02	1.43684891e-02
1.03490500e+10	-2.70681145e-02	1.44054854e-02
1.03492000e+10	-2.65186295e-02	1.44686833e-02
1.03493500e+10	-2.64288419e-02	1.46671065e-02
1.03495000e+10	-2.61579942e-02	1.48564434e-02
1.03496500e+10	-2.58563517e-02	1.48773899e-02
1.03498000e+10	-2.55330873e-02	1.49335463e-02
1.03499500e+10	-2.52824999e-02	1.49910333e-02
1.03501000e+10	-2.49413506e-02	1.50919257e-02
1.03502500e+10	-2.45376190e-02	1.51528968e-02
1.03504000e+10	-2.43396189e-02	1.51494220e-02
1.03505500e+10	-2.39535183e-02	1.52618586e-02
1.03507000e+10	-2.37237836e-02	1.53625947e-02
1.03508500e+10	-2.34806727e-02	1.55238376e-02
1.03510000e+10	-2.32524370e-02	1.55249812e-02
1.03511500e+10	-2.28283372e-02	1.55103404e-02
1.03513000e+10	-2.27350054e-02	1.57382240e-02
1.03514500e+10	-2.25584220e-02	1.57644774e-02
1.03516000e+10	-2.22206519e-02	1.57074180e-02
1.03517500e+10	-2.18109592e-02	1.56981688e-02
1.03519000e+10	-2.15896101e-02	1.58114607e-02
1.03520500e+10	-2.14808400e-02	1.58774361e-02
1.03522000e+10	-2.11046980e-02	1.57527263e-02
1.03523500e+10	-2.07824038e-02	1.58305728e-02
1.03525000e+10	-2.07954639e-02	1.59766143e-02
1.03526500e+10	-2.04585648e-02	1.61444673e-02
1.03528000e+10	-2.01858762e-02	1.61123660e-02
1.03529500e+10	-1.99602259e-02	1.60533257e-02
1.03531000e+10	-1.98719325e-02	1.61810633e-02
1.03532500e+10	-1.94463402e-02	1.61404281e-02
1.03534000e+10	-1.91957810e-02	1.60919960e-02
1.03535500e+10	-1.89521335e-02	1.61312062e-02
1.03537000e+10	-1.87627075e-02	1.62030393e-02
1.03538500e+10	-1.85314520e-02	1.61906020e-02
1.03540000e+10	-1.83317245e-02	1.62685903e-02
1.03541500e+10	-1.81026260e-02	1.62528605e-02
1.03543000e+10	-1.80871561e-02	1.63527532e-02
1.03544500e+10	-1.76867343e-02	1.62837748e-02
1.03546000e+10	-1.76013783e-02	1.64330360e-02
1.03547500e+10	-1.72162010e-02	1.63155503e-02
1.03549000e+10	-1.71071617e-02	1.63248056e-02
1.03550500e+10	-1.68210123e-02	1.62460023e-02
1.03552000e+10	-1.66669501e-02	1.64717909e-02
1.03553500e+10	-1.62952897e-02	1.62957967e-02
1.03555000e+10	-1.62961898e-02	1.63424101e-02
1.03556500e+10	-1.60966873e-02	1.63197779e-02
1.03558000e+10	-1.60134346e-02	1.66122433e-02
1.03559500e+10	-1.56835014e-02	1.64202442e-02
1.03561000e+10	-1.56026535e-02	1.64729608e-02
1.03562500e+10	-1.53252819e-02	1.64336953e-02
1.03564000e+10	-1.51434163e-02	1.64392291e-02
1.03565500e+10	-1.47798822e-02	1.63292509e-02
1.03567000e+10	-1.46431955e-02	1.62883661e-02
1.03568500e+10	-1.44809595e-02	1.63360772e-02
1.03570000e+10	-1.43706552e-02	1.64073261e-02
1.03571500e+10	-1.42076489e-02	1.64087857e-02
1.03573000e+10	-1.40097705e-02	1.65241464e-02
1.03574500e+10	-1.37763951e-02	1.64274954e-02
1.03576000e+10	-1.37694128e-02	1.65125345e-02
1.03577500e+10	-1.35369142e-02	1.64309086e-02
1.03579000e+10	-1.32879894e-02	1.63747057e-02
1.03580500e+10	-1.30680999e-02	1.62834780e-02
1.03582000e+10	-1.29812196e-02	1.62952966e-02
1.03583500e+10	-1.27902916e-02	1.62960460e-02
1.03585000e+10	-1.25678395e-02	1.63543845e-02
1.03586500e+10	-1.23402038e-02	1.62592654e-02
1.03588000e+10	-1.22988008e-02	1.63476625e-02
1.03589500e+10	-1.22610930e-02	1.63997100e-02
1.03591000e+10	-1.19774932e-02	1.63792136e-02
1.03592500e+10	-1.17887914e-02	1.63109212e-02
1.03594000e+10	-1.17179724e-02	1.63876741e-02
1.03595500e+10	-1.15396417e-02	1.63470985e-02
1.03597000e+10	-1.12485944e-02	1.61738571e-02
1.03598500e+10	-1.11270888e-02	1.61462068e-02
