# Frequency	I_corrected	Q_corrected
7.22520000e+09	1.96649719e-03	-2.41567450e-03
7.22535000e+09	2.00445641e-03	-2.44534593e-03
7.22550000e+09	1.97904517e-03	-2.41006009e-03
7.22565000e+09	1.96479937e-03	-2.41035249e-03
7.22580000e+09	1.94628341e-03	-2.46049426e-03
7.22595000e+09	1.95560269e-03	-2.44151624e-03
7.22610000e+09	1.90955240e-03	-2.49540208e-03
7.22625000e+09	1.93084162e-03	-2.51556902e-03
7.22640000e+09	1.93937258e-03	-2.53316803e-03
7.22655000e+09	1.95448597e-03	-2.52943605e-03
7.22670000e+09	1.95805955e-03	-2.45426237e-03
7.22685000e+09	1.88769077e-03	-2.51463668e-03
7.22700000e+09	1.86272639e-03	-2.51080141e-03
7.22715000e+09	1.83821516e-03	-2.50332353e-03
7.22730000e+09	1.83844173e-03	-2.51968126e-03
7.22745000e+09	1.82671767e-03	-2.54965991e-03
7.22760000e+09	1.85407325e-03	-2.51697818e-03
7.22775000e+09	1.90016315e-03	-2.55188721e-03
7.22790000e+09	1.81269762e-03	-2.56013192e-03
7.22805000e+09	1.80553023e-03	-2.60607417e-03
7.22820000e+09	1.81973100e-03	-2.57250558e-03
7.22835000e+09	1.81312591e-03	-2.54891063e-03
7.22850000e+09	1.81532676e-03	-2.57713357e-03
7.22865000e+09	1.74673277e-03	-2.61588114e-03
7.22880000e+09	1.76814519e-03	-2.59594904e-03
7.22895000e+09	1.70280516e-03	-2.58185944e-03
7.22910000e+09	1.77898735e-03	-2.54951436e-03
7.22925000e+09	1.75783179e-03	-2.55302710e-03
7.22940000e+09	1.73375581e-03	-2.63889764e-03
7.22955000e+09	1.73665309e-03	-2.62945669e-03
7.22970000e+09	1.63161627e-03	-2.58544277e-03
7.22985000e+09	1.68799490e-03	-2.59902712e-03
7.23000000e+09	1.72204943e-03	-2.63753629e-03
7.23015000e+09	1.64069641e-03	-2.62615338e-03
7.23030000e+09	1.68055496e-03	-2.63992409e-03
7.23045000e+09	1.64187994e-03	-2.62655124e-03
7.23060000e+09	1.60958410e-03	-2.64831994e-03
7.23075000e+09	1.65782622e-03	-2.65558325e-03
7.23090000e+09	1.65867100e-03	-2.67657237e-03
7.23105000e+09	1.66044012e-03	-2.70330840e-03
7.23120000e+09	1.60249026e-03	-2.67253034e-03
7.23135000e+09	1.60466817e-03	-2.68677023e-03
7.23150000e+09	1.61034117e-03	-2.72246329e-03
7.23165000e+09	1.61107867e-03	-2.75601068e-03
7.23180000e+09	1.58268471e-03	-2.67220401e-03
7.23195000e+09	1.52464879e-03	-2.65476132e-03
7.23210000e+09	1.53767444e-03	-2.73341412e-03
7.23225000e+09	1.55958359e-03	-2.74000580e-03
7.23240000e+09	1.53203047e-03	-2.71317477e-03
7.23255000e+09	1.48831966e-03	-2.72518185e-03
7.23270000e+09	1.50647058e-03	-2.75206952e-03
7.23285000e+09	1.50219426e-03	-2.73141557e-03
7.23300000e+09	1.46115019e-03	-2.71879879e-03
7.23315000e+09	1.47714073e-03	-2.70311057e-03
7.23330000e+09	1.38049030e-03	-2.77560389e-03
7.23345000e+09	1.41335798e-03	-2.79337396e-03
7.23360000e+09	1.37781757e-03	-2.75120164e-03
7.23375000e+09	1.40837726e-03	-2.76629318e-03
7.23390000e+09	1.38613160e-03	-2.80171965e-03
7.23405000e+09	1.38411323e-03	-2.78451733e-03
7.23420000e+09	1.33953096e-03	-2.81229965e-03
7.23435000e+09	1.38771180e-03	-2.80685058e-03
7.23450000e+09	1.30978027e-03	-2.79197187e-03
7.23465000e+09	1.36083958e-03	-2.80388637e-03
7.23480000e+09	1.30865717e-03	-2.80259442e-03
7.23495000e+09	1.33090383e-03	-2.87277505e-03
7.23510000e+09	1.24597427e-03	-2.82685305e-03
7.23525000e+09	1.31221964e-03	-2.86912040e-03
7.23540000e+09	1.26537405e-03	-2.82204597e-03
7.23555000e+09	1.26230656e-03	-2.86815077e-03
7.23570000e+09	1.22771815e-03	-2.80511752e-03
7.23585000e+09	1.23041465e-03	-2.88309821e-03
7.23600000e+09	1.27078010e-03	-2.82851778e-03
7.23615000e+09	1.20277623e-03	-2.90635080e-03
7.23630000e+09	1.19921720e-03	-2.80614779e-03
7.23645000e+09	1.20376979e-03	-2.89708554e-03
7.23660000e+09	1.13701227e-03	-2.85881255e-03
7.23675000e+09	1.24357507e-03	-2.88843412e-03
7.23690000e+09	1.12858949e-03	-2.83918010e-03
7.23705000e+09	1.13561449e-03	-2.82922487e-03
7.23720000e+09	1.12815659e-03	-2.84487530e-03
7.23735000e+09	1.15405652e-03	-2.91386965e-03
7.23750000e+09	1.08986499e-03	-2.92323725e-03
7.23765000e+09	1.09442263e-03	-2.89829455e-03
7.23780000e+09	1.11527930e-03	-2.90632158e-03
7.23795000e+09	1.05539992e-03	-2.91480245e-03
7.23810000e+09	1.04044596e-03	-2.89302468e-03
7.23825000e+09	1.09889493e-03	-2.92220539e-03
7.23840000e+09	1.05332627e-03	-2.88280671e-03
7.23855000e+09	1.09378864e-03	-2.91838483e-03
7.23870000e+09	1.00638701e-03	-2.93141906e-03
7.23885000e+09	1.01534723e-03	-2.93627496e-03
7.23900000e+09	9.98284625e-04	-2.92984848e-03
7.23915000e+09	9.86648762e-04	-2.88554438e-03
7.23930000e+09	9.72569420e-04	-2.95546862e-03
7.23945000e+09	9.69675581e-04	-2.96016358e-03
7.23960000e+09	9.46830939e-04	-2.96048162e-03
7.23975000e+09	9.56553100e-04	-2.91623358e-03
7.23990000e+09	9.67574176e-04	-2.97560445e-03
7.24005000e+09	9.16681991e-04	-2.94801160e-03
7.24020000e+09	9.14689830e-04	-2.94807951e-03
7.24035000e+09	9.25063104e-04	-2.90340447e-03
7.24050000e+09	9.12395660e-04	-2.96891132e-03
7.24065000e+09	9.15074206e-04	-2.96267747e-03
7.24080000e+09	9.03547513e-04	-2.93806486e-03
7.24095000e+09	8.94450519e-04	-2.95826790e-03
7.24110000e+09	8.69431072e-04	-2.93699806e-03
7.24125000e+09	8.33333982e-04	-2.91535191e-03
7.24140000e+09	8.60827324e-04	-2.94786556e-03
7.24155000e+09	8.07308983e-04	-2.89798238e-03
7.24170000e+09	8.36849694e-04	-2.98308447e-03
7.24185000e+09	8.46261391e-04	-2.98416630e-03
7.24200000e+09	8.69121874e-04	-2.93492701e-03
7.24215000e+09	8.61289979e-04	-2.96108216e-03
7.24230000e+09	7.73030265e-04	-2.95757266e-03
7.24245000e+09	8.14859819e-04	-2.98671425e-03
7.24260000e+09	7.56182407e-04	-2.97722384e-03
7.24275000e+09	7.82046665e-04	-3.02106364e-03
7.24290000e+09	8.14093293e-04	-3.02274961e-03
7.24305000e+09	7.70215232e-04	-3.04878656e-03
7.24320000e+09	7.09536984e-04	-3.05723300e-03
7.24335000e+09	7.31604070e-04	-3.01048720e-03
7.24350000e+09	7.17551121e-04	-3.00903942e-03
7.24365000e+09	6.90342359e-04	-2.98955110e-03
7.24380000e+09	7.19417341e-04	-3.04881790e-03
7.24395000e+09	7.04662665e-04	-3.02605588e-03
7.24410000e+09	6.94189942e-04	-3.03947695e-03
7.24425000e+09	6.71259745e-04	-3.01878929e-03
7.24440000e+09	6.19431631e-04	-3.03479793e-03
7.24455000e+09	6.44765524e-04	-3.03034409e-03
7.24470000e+09	5.82424881e-04	-3.07545375e-03
7.24485000e+09	6.50277246e-04	-3.06791670e-03
7.24500000e+09	6.06256590e-04	-3.07247035e-03
7.24515000e+09	6.07144840e-04	-3.06501841e-03
7.24530000e+09	5.99790129e-04	-3.06843060e-03
7.24545000e+09	5.97887016e-04	-3.06295549e-03
7.24560000e+09	5.48508305e-04	-3.10450200e-03
7.24575000e+09	5.87966410e-04	-3.07779926e-03
7.24590000e+09	5.71686764e-04	-3.11487123e-03
7.24605000e+09	5.76456509e-04	-3.10619220e-03
7.24620000e+09	5.19606418e-04	-3.13061614e-03
7.24635000e+09	5.24552371e-04	-3.12965798e-03
7.24650000e+09	5.55875665e-04	-3.13115872e-03
7.24665000e+09	4.88739541e-04	-3.11418223e-03
7.24680000e+09	4.70035527e-04	-3.11915782e-03
7.24695000e+09	4.44107111e-04	-3.14665704e-03
7.24710000e+09	4.70800428e-04	-3.17208396e-03
7.24725000e+09	4.84221166e-04	-3.15368201e-03
7.24740000e+09	5.20886121e-04	-3.15448901e-03
7.24755000e+09	3.93064155e-04	-3.19180068e-03
7.24770000e+09	3.67173356e-04	-3.19558286e-03
7.24785000e+09	4.11551689e-04	-3.19387496e-03
7.24800000e+09	3.91531521e-04	-3.15679235e-03
7.24815000e+09	4.41627549e-04	-3.13058903e-03
7.24830000e+09	3.61242289e-04	-3.14237272e-03
7.24845000e+09	3.18879634e-04	-3.17474804e-03
7.24860000e+09	3.26941901e-04	-3.17256195e-03
7.24875000e+09	3.03793342e-04	-3.18674687e-03
7.24890000e+09	3.72378261e-04	-3.20255382e-03
7.24905000e+09	2.93537289e-04	-3.20640962e-03
7.24920000e+09	3.14905715e-04	-3.22147873e-03
7.24935000e+09	2.67688542e-04	-3.21085687e-03
7.24950000e+09	3.03775988e-04	-3.21724560e-03
7.24965000e+09	2.56559294e-04	-3.20812486e-03
7.24980000e+09	2.09392676e-04	-3.19532687e-03
7.24995000e+09	2.30427061e-04	-3.19162240e-03
7.25010000e+09	2.27687827e-04	-3.20710547e-03
7.25025000e+09	1.93782977e-04	-3.24231514e-03
7.25040000e+09	1.92945785e-04	-3.21188644e-03
7.25055000e+09	1.88677658e-04	-3.20252072e-03
7.25070000e+09	2.22789914e-04	-3.26165235e-03
7.25085000e+09	1.93005658e-04	-3.20807485e-03
7.25100000e+09	1.17188000e-04	-3.24912363e-03
7.25115000e+09	1.04715073e-04	-3.19336004e-03
7.25130000e+09	1.20513048e-04	-3.22033333e-03
7.25145000e+09	1.13018170e-04	-3.22760767e-03
7.25160000e+09	5.65478857e-05	-3.23891010e-03
7.25175000e+09	1.04473527e-04	-3.22719799e-03
7.25190000e+09	9.98114694e-05	-3.23984449e-03
7.25205000e+09	4.53844551e-05	-3.25003983e-03
7.25220000e+09	8.97747339e-05	-3.22576228e-03
7.25235000e+09	3.84834776e-05	-3.25030301e-03
7.25250000e+09	4.19696851e-05	-3.23834800e-03
7.25265000e+09	3.81061571e-05	-3.29870477e-03
7.25280000e+09	6.11953228e-06	-3.24750987e-03
7.25295000e+09	3.66589965e-05	-3.29554414e-03
7.25310000e+09	-4.49343831e-05	-3.28011668e-03
7.25325000e+09	-6.78784742e-07	-3.29365240e-03
7.25340000e+09	-4.57090462e-05	-3.25618624e-03
7.25355000e+09	-6.55275862e-05	-3.29317237e-03
7.25370000e+09	-4.91297630e-05	-3.26922700e-03
7.25385000e+09	-4.59060538e-05	-3.28728975e-03
7.25400000e+09	-1.36437107e-04	-3.26868440e-03
7.25415000e+09	-7.93276024e-05	-3.27273927e-03
7.25430000e+09	-1.27950891e-04	-3.27353021e-03
7.25445000e+09	-1.35687360e-04	-3.27545072e-03
7.25460000e+09	-1.24107810e-04	-3.32408597e-03
7.25475000e+09	-1.42649920e-04	-3.36035508e-03
7.25490000e+09	-1.83250071e-04	-3.26132578e-03
7.25505000e+09	-1.67598778e-04	-3.30447578e-03
7.25520000e+09	-2.48532473e-04	-3.36877574e-03
7.25535000e+09	-1.70856904e-04	-3.35797914e-03
7.25550000e+09	-2.35296239e-04	-3.34723248e-03
7.25565000e+09	-2.32902401e-04	-3.37410358e-03
7.25580000e+09	-2.35530195e-04	-3.33436417e-03
7.25595000e+09	-2.63176713e-04	-3.35042956e-03
7.25610000e+09	-2.40829885e-04	-3.33899009e-03
7.25625000e+09	-2.83740014e-04	-3.30870783e-03
7.25640000e+09	-2.91812527e-04	-3.33494474e-03
7.25655000e+09	-2.86497834e-04	-3.38534485e-03
7.25670000e+09	-3.46701240e-04	-3.34910635e-03
7.25685000e+09	-3.26327434e-04	-3.38433590e-03
7.25700000e+09	-3.44511506e-04	-3.35544351e-03
7.25715000e+09	-3.84413963e-04	-3.38810591e-03
7.25730000e+09	-3.78068244e-04	-3.39771533e-03
7.25745000e+09	-4.21161654e-04	-3.37611071e-03
7.25760000e+09	-4.10108911e-04	-3.38285180e-03
7.25775000e+09	-4.09916810e-04	-3.36558057e-03
7.25790000e+09	-4.83570777e-04	-3.39436168e-03
7.25805000e+09	-4.58943429e-04	-3.41968514e-03
7.25820000e+09	-4.48050053e-04	-3.43659459e-03
7.25835000e+09	-4.66294978e-04	-3.44893049e-03
7.25850000e+09	-4.72742357e-04	-3.37037250e-03
7.25865000e+09	-5.78692373e-04	-3.43890317e-03
7.25880000e+09	-5.89151410e-04	-3.46046011e-03
7.25895000e+09	-6.09338513e-04	-3.47100932e-03
7.25910000e+09	-5.88165505e-04	-3.44198110e-03
7.25925000e+09	-6.45013190e-04	-3.41489842e-03
7.25940000e+09	-5.96012050e-04	-3.41980024e-03
7.25955000e+09	-5.93034036e-04	-3.43811624e-03
7.25970000e+09	-6.50530408e-04	-3.45150327e-03
7.25985000e+09	-6.60439120e-04	-3.45018659e-03
7.26000000e+09	-6.85782623e-04	-3.46610220e-03
7.26015000e+09	-7.20431882e-04	-3.38567219e-03
7.26030000e+09	-7.26483940e-04	-3.50147701e-03
7.26045000e+09	-7.36097668e-04	-3.44721522e-03
7.26060000e+09	-7.50599271e-04	-3.45259888e-03
7.26075000e+09	-7.72469577e-04	-3.46164489e-03
7.26090000e+09	-7.81739380e-04	-3.52330000e-03
7.26105000e+09	-7.73692625e-04	-3.51829561e-03
7.26120000e+09	-8.19667402e-04	-3.43549182e-03
7.26135000e+09	-8.31381229e-04	-3.48189565e-03
7.26150000e+09	-8.71588892e-04	-3.52087143e-03
7.26165000e+09	-9.07468068e-04	-3.47587964e-03
7.26180000e+09	-8.55215370e-04	-3.59963564e-03
7.26195000e+09	-8.96356291e-04	-3.50616837e-03
7.26210000e+09	-9.35491453e-04	-3.55085293e-03
7.26225000e+09	-9.73800669e-04	-3.51369889e-03
7.26240000e+09	-9.91087380e-04	-3.48668393e-03
7.26255000e+09	-9.69822398e-04	-3.52853353e-03
7.26270000e+09	-9.96851851e-04	-3.56117196e-03
7.26285000e+09	-1.06712233e-03	-3.51629008e-03
7.26300000e+09	-1.05071013e-03	-3.58120050e-03
7.26315000e+09	-1.03760766e-03	-3.52635857e-03
7.26330000e+09	-1.13144405e-03	-3.55809218e-03
7.26345000e+09	-1.05664922e-03	-3.54135587e-03
7.26360000e+09	-1.15421382e-03	-3.49154820e-03
7.26375000e+09	-1.14444035e-03	-3.54074300e-03
7.26390000e+09	-1.11442815e-03	-3.58624743e-03
7.26405000e+09	-1.16992389e-03	-3.53867355e-03
7.26420000e+09	-1.23689004e-03	-3.61003967e-03
7.26435000e+09	-1.22521135e-03	-3.57724811e-03
7.26450000e+09	-1.29275233e-03	-3.56467432e-03
7.26465000e+09	-1.25110951e-03	-3.59546006e-03
7.26480000e+09	-1.28160786e-03	-3.57676044e-03
7.26495000e+09	-1.25193734e-03	-3.57239078e-03
7.26510000e+09	-1.36791098e-03	-3.62431318e-03
7.26525000e+09	-1.38640450e-03	-3.64588328e-03
7.26540000e+09	-1.39579875e-03	-3.58234630e-03
7.26555000e+09	-1.36398582e-03	-3.58565046e-03
7.26570000e+09	-1.44620326e-03	-3.59394789e-03
7.26585000e+09	-1.52477114e-03	-3.61746285e-03
7.26600000e+09	-1.50648747e-03	-3.62001156e-03
7.26615000e+09	-1.50352054e-03	-3.62136305e-03
7.26630000e+09	-1.56794448e-03	-3.60579301e-03
7.26645000e+09	-1.53690523e-03	-3.68527810e-03
7.26660000e+09	-1.60460174e-03	-3.66282839e-03
7.26675000e+09	-1.60392439e-03	-3.62469225e-03
7.26690000e+09	-1.64675536e-03	-3.63745622e-03
7.26705000e+09	-1.63879706e-03	-3.62753031e-03
7.26720000e+09	-1.69686196e-03	-3.64166318e-03
7.26735000e+09	-1.71021944e-03	-3.64739513e-03
7.26750000e+09	-1.72762555e-03	-3.59582658e-03
7.26765000e+09	-1.76135891e-03	-3.69662249e-03
7.26780000e+09	-1.77083031e-03	-3.63274621e-03
7.26795000e+09	-1.82683576e-03	-3.66048585e-03
7.26810000e+09	-1.86772601e-03	-3.61762087e-03
7.26825000e+09	-1.89130164e-03	-3.70890476e-03
7.26840000e+09	-1.86602434e-03	-3.65879675e-03
7.26855000e+09	-1.91079199e-03	-3.63530017e-03
7.26870000e+09	-2.00240211e-03	-3.64530322e-03
7.26885000e+09	-1.94183865e-03	-3.68703856e-03
7.26900000e+09	-2.08554354e-03	-3.65293942e-03
7.26915000e+09	-2.04705399e-03	-3.65006339e-03
7.26930000e+09	-2.02973251e-03	-3.68963763e-03
7.26945000e+09	-2.10069006e-03	-3.65747409e-03
7.26960000e+09	-2.11859255e-03	-3.67581044e-03
7.26975000e+09	-2.16607869e-03	-3.68022744e-03
7.26990000e+09	-2.16734705e-03	-3.68649759e-03
7.27005000e+09	-2.19736950e-03	-3.66392676e-03
7.27020000e+09	-2.26073750e-03	-3.69614582e-03
7.27035000e+09	-2.24636664e-03	-3.70733624e-03
7.27050000e+09	-2.25385604e-03	-3.70235636e-03
7.27065000e+09	-2.34880378e-03	-3.74851678e-03
7.27080000e+09	-2.34737402e-03	-3.65142937e-03
7.27095000e+09	-2.46007099e-03	-3.71767932e-03
7.27110000e+09	-2.39651641e-03	-3.72522953e-03
7.27125000e+09	-2.45294406e-03	-3.68576950e-03
7.27140000e+09	-2.49952764e-03	-3.68686978e-03
7.27155000e+09	-2.55201111e-03	-3.70100480e-03
7.27170000e+09	-2.53403877e-03	-3.67690000e-03
7.27185000e+09	-2.58992624e-03	-3.69848226e-03
7.27200000e+09	-2.65224515e-03	-3.67078497e-03
7.27215000e+09	-2.68926178e-03	-3.74770410e-03
7.27230000e+09	-2.63566225e-03	-3.70547239e-03
7.27245000e+09	-2.71572625e-03	-3.76573847e-03
7.27260000e+09	-2.71566427e-03	-3.67955734e-03
7.27275000e+09	-2.79718144e-03	-3.69474047e-03
7.27290000e+09	-2.83169186e-03	-3.68397090e-03
7.27305000e+09	-2.85461801e-03	-3.72209803e-03
7.27320000e+09	-2.96545262e-03	-3.66477936e-03
7.27335000e+09	-2.98339380e-03	-3.75880271e-03
7.27350000e+09	-2.98250558e-03	-3.71765157e-03
7.27365000e+09	-3.03051042e-03	-3.66654801e-03
7.27380000e+09	-3.04627382e-03	-3.71490543e-03
7.27395000e+09	-3.16251001e-03	-3.67917272e-03
7.27410000e+09	-3.13224825e-03	-3.72933125e-03
7.27425000e+09	-3.16932545e-03	-3.74228497e-03
7.27440000e+09	-3.24243868e-03	-3.69687397e-03
7.27455000e+09	-3.27393125e-03	-3.67242063e-03
7.27470000e+09	-3.31081232e-03	-3.72013101e-03
7.27485000e+09	-3.35530990e-03	-3.67747467e-03
7.27500000e+09	-3.41955714e-03	-3.68393285e-03
7.27515000e+09	-3.46291824e-03	-3.67229967e-03
7.27530000e+09	-3.54770850e-03	-3.74687449e-03
7.27545000e+09	-3.52281525e-03	-3.73796788e-03
7.27560000e+09	-3.58279939e-03	-3.76339046e-03
7.27575000e+09	-3.61779388e-03	-3.67864593e-03
7.27590000e+09	-3.66065703e-03	-3.70314433e-03
7.27605000e+09	-3.71158035e-03	-3.64121609e-03
7.27620000e+09	-3.81500099e-03	-3.71649778e-03
7.27635000e+09	-3.80133293e-03	-3.71373860e-03
7.27650000e+09	-3.84487251e-03	-3.71814264e-03
7.27665000e+09	-3.89157262e-03	-3.71381710e-03
7.27680000e+09	-3.99545928e-03	-3.75800942e-03
7.27695000e+09	-4.03983164e-03	-3.71526963e-03
7.27710000e+09	-4.09443381e-03	-3.73805856e-03
7.27725000e+09	-4.14003170e-03	-3.68285710e-03
7.27740000e+09	-4.26101159e-03	-3.75247637e-03
7.27755000e+09	-4.27587579e-03	-3.64890591e-03
7.27770000e+09	-4.31152729e-03	-3.69664372e-03
7.27785000e+09	-4.41974392e-03	-3.70342878e-03
7.27800000e+09	-4.50667508e-03	-3.68108247e-03
7.27815000e+09	-4.49814219e-03	-3.69152841e-03
7.27830000e+09	-4.60979398e-03	-3.71986352e-03
7.27845000e+09	-4.64410579e-03	-3.70621384e-03
7.27860000e+09	-4.79249649e-03	-3.68035192e-03
7.27875000e+09	-4.79317757e-03	-3.71371180e-03
7.27890000e+09	-4.88774575e-03	-3.66343334e-03
7.27905000e+09	-4.95732106e-03	-3.66719231e-03
7.27920000e+09	-5.06466724e-03	-3.73240545e-03
7.27935000e+09	-5.09089220e-03	-3.65045282e-03
7.27950000e+09	-5.22129819e-03	-3.68219934e-03
7.27965000e+09	-5.25265399e-03	-3.68280007e-03
7.27980000e+09	-5.36614288e-03	-3.61885273e-03
7.27995000e+09	-5.43854848e-03	-3.68150381e-03
7.28010000e+09	-5.54028782e-03	-3.71363210e-03
7.28025000e+09	-5.59571408e-03	-3.72490744e-03
7.28040000e+09	-5.71650340e-03	-3.64620890e-03
7.28055000e+09	-5.83029620e-03	-3.69028649e-03
7.28070000e+09	-5.89609456e-03	-3.62620006e-03
7.28085000e+09	-5.98272105e-03	-3.71759533e-03
7.28100000e+09	-6.17541943e-03	-3.63025081e-03
7.28115000e+09	-6.22893633e-03	-3.63450486e-03
7.28130000e+09	-6.36533034e-03	-3.60911464e-03
7.28145000e+09	-6.38225926e-03	-3.67522581e-03
7.28160000e+09	-6.63241362e-03	-3.65024716e-03
7.28175000e+09	-6.67724342e-03	-3.65563172e-03
7.28190000e+09	-6.88588875e-03	-3.59354662e-03
7.28205000e+09	-6.96178694e-03	-3.56983001e-03
7.28220000e+09	-7.12281564e-03	-3.63323786e-03
7.28235000e+09	-7.26128453e-03	-3.58235853e-03
7.28250000e+09	-7.35733335e-03	-3.59626706e-03
7.28265000e+09	-7.55234005e-03	-3.54288641e-03
7.28280000e+09	-7.69037334e-03	-3.56084568e-03
7.28295000e+09	-7.89436922e-03	-3.61284134e-03
7.28310000e+09	-8.00699633e-03	-3.52240320e-03
7.28325000e+09	-8.20681602e-03	-3.54173285e-03
7.28340000e+09	-8.41127495e-03	-3.52870716e-03
7.28355000e+09	-8.56916182e-03	-3.49512298e-03
7.28370000e+09	-8.80075872e-03	-3.45079669e-03
7.28385000e+09	-9.05555907e-03	-3.46989574e-03
7.28400000e+09	-9.16373252e-03	-3.43955354e-03
7.28415000e+09	-9.50170524e-03	-3.41658554e-03
7.28430000e+09	-9.66958804e-03	-3.39119263e-03
7.28445000e+09	-9.98776424e-03	-3.35881436e-03
7.28460000e+09	-1.02267356e-02	-3.34208629e-03
7.28475000e+09	-1.04823751e-02	-3.29839730e-03
7.28490000e+09	-1.07819535e-02	-3.18256357e-03
7.28505000e+09	-1.11164128e-02	-3.27923368e-03
7.28520000e+09	-1.14233213e-02	-3.15180276e-03
7.28535000e+09	-1.17991430e-02	-3.08887630e-03
7.28550000e+09	-1.21691288e-02	-2.95160977e-03
7.28565000e+09	-1.25875127e-02	-2.92588626e-03
7.28580000e+09	-1.30231707e-02	-2.86364245e-03
7.28595000e+09	-1.34868789e-02	-2.79624616e-03
7.28610000e+09	-1.38814017e-02	-2.60473152e-03
7.28625000e+09	-1.44291118e-02	-2.51198367e-03
7.28640000e+09	-1.49746618e-02	-2.39599182e-03
7.28655000e+09	-1.56458917e-02	-2.23487900e-03
7.28670000e+09	-1.62174366e-02	-2.01783044e-03
7.28685000e+09	-1.70322582e-02	-1.82430294e-03
7.28700000e+09	-1.76752672e-02	-1.49637642e-03
7.28715000e+09	-1.86210995e-02	-1.24272250e-03
7.28730000e+09	-1.93450978e-02	-8.74106688e-04
7.28745000e+09	-2.05325965e-02	-4.72217399e-04
7.28760000e+09	-2.14669102e-02	3.26442102e-05
7.28775000e+09	-2.27865458e-02	7.09529856e-04
7.28790000e+09	-2.39812421e-02	1.41091734e-03
7.28805000e+09	-2.56142650e-02	2.28848994e-03
7.28820000e+09	-2.70796147e-02	3.32520883e-03
7.28835000e+09	-2.89914062e-02	4.71776554e-03
