# Frequency	I_corrected	Q_corrected
7.24950000e+09	3.13759559e-04	-3.32298010e-03
7.24965000e+09	2.64385845e-04	-3.30599133e-03
7.24980000e+09	2.16239008e-04	-3.29980172e-03
7.24995000e+09	2.38980224e-04	-3.31009142e-03
7.25010000e+09	2.36582639e-04	-3.33239369e-03
7.25025000e+09	2.00684985e-04	-3.35779734e-03
7.25040000e+09	2.00451497e-04	-3.33683083e-03
7.25055000e+09	1.95809813e-04	-3.32357837e-03
7.25070000e+09	2.30252460e-04	-3.37090428e-03
7.25085000e+09	1.98906784e-04	-3.30616137e-03
7.25100000e+09	1.20953295e-04	-3.35351920e-03
7.25115000e+09	1.07977935e-04	-3.29286331e-03
7.25130000e+09	1.24258093e-04	-3.32040791e-03
7.25145000e+09	1.16966976e-04	-3.34037890e-03
7.25160000e+09	5.87335938e-05	-3.36410155e-03
7.25175000e+09	1.08469431e-04	-3.35063188e-03
7.25190000e+09	1.03572613e-04	-3.36192986e-03
7.25205000e+09	4.71519341e-05	-3.37661130e-03
7.25220000e+09	9.29865367e-05	-3.34116794e-03
7.25235000e+09	3.96982301e-05	-3.35290064e-03
7.25250000e+09	4.32616964e-05	-3.33803858e-03
7.25265000e+09	3.93575375e-05	-3.40703200e-03
7.25280000e+09	6.30621029e-06	-3.34657606e-03
7.25295000e+09	3.78585234e-05	-3.40337834e-03
7.25310000e+09	-4.66033745e-05	-3.40194959e-03
7.25325000e+09	-7.05300244e-07	-3.42231299e-03
7.25340000e+09	-4.73740374e-05	-3.37479561e-03
7.25355000e+09	-6.80771874e-05	-3.42130582e-03
7.25370000e+09	-5.09858933e-05	-3.39273892e-03
7.25385000e+09	-4.74424631e-05	-3.39731059e-03
7.25400000e+09	-1.40607964e-04	-3.36860748e-03
7.25415000e+09	-8.18782169e-05	-3.37796741e-03
7.25430000e+09	-1.31935830e-04	-3.37548197e-03
7.25445000e+09	-1.39905911e-04	-3.37728522e-03
7.25460000e+09	-1.28447647e-04	-3.44032354e-03
7.25475000e+09	-1.48165453e-04	-3.49028258e-03
7.25490000e+09	-1.90255881e-04	-3.38600912e-03
7.25505000e+09	-1.73917867e-04	-3.42906666e-03
7.25520000e+09	-2.58209646e-04	-3.49994663e-03
7.25535000e+09	-1.76964739e-04	-3.47802101e-03
7.25550000e+09	-2.42719070e-04	-3.45282679e-03
7.25565000e+09	-2.40074553e-04	-3.47800797e-03
7.25580000e+09	-2.43605814e-04	-3.44868944e-03
7.25595000e+09	-2.71204899e-04	-3.45263416e-03
7.25610000e+09	-2.48716194e-04	-3.44832995e-03
7.25625000e+09	-2.94285741e-04	-3.43168213e-03
7.25640000e+09	-3.03210834e-04	-3.46520894e-03
7.25655000e+09	-2.96926136e-04	-3.50856882e-03
7.25670000e+09	-3.60193755e-04	-3.47944298e-03
7.25685000e+09	-3.38649377e-04	-3.51212655e-03
7.25700000e+09	-3.56032413e-04	-3.46765384e-03
7.25715000e+09	-3.96163552e-04	-3.49166315e-03
7.25730000e+09	-3.90232813e-04	-3.50703883e-03
7.25745000e+09	-4.34272122e-04	-3.48120668e-03
7.25760000e+09	-4.22865254e-04	-3.48807463e-03
7.25775000e+09	-4.24262661e-04	-3.48336573e-03
7.25790000e+09	-5.02273899e-04	-3.52564579e-03
7.25805000e+09	-4.76481305e-04	-3.55036358e-03
7.25820000e+09	-4.63329940e-04	-3.55379306e-03
7.25835000e+09	-4.84447720e-04	-3.58319646e-03
7.25850000e+09	-4.89628814e-04	-3.49076291e-03
7.25865000e+09	-5.96937435e-04	-3.54732520e-03
7.25880000e+09	-6.07300289e-04	-3.56705999e-03
7.25895000e+09	-6.30248272e-04	-3.59011876e-03
7.25910000e+09	-6.06107355e-04	-3.54697793e-03
7.25925000e+09	-6.66151335e-04	-3.52681026e-03
7.25940000e+09	-6.18178195e-04	-3.54698523e-03
7.25955000e+09	-6.16196383e-04	-3.57240000e-03
7.25970000e+09	-6.74191854e-04	-3.57704323e-03
7.25985000e+09	-6.86146490e-04	-3.58448394e-03
7.26000000e+09	-7.11663100e-04	-3.59690805e-03
7.26015000e+09	-7.44504444e-04	-3.49880128e-03
7.26030000e+09	-7.48685468e-04	-3.60848301e-03
7.26045000e+09	-7.59798815e-04	-3.55820994e-03
7.26060000e+09	-7.78068363e-04	-3.57895092e-03
7.26075000e+09	-7.96508429e-04	-3.56936948e-03
7.26090000e+09	-8.09120326e-04	-3.64670594e-03
7.26105000e+09	-8.03626203e-04	-3.65441579e-03
7.26120000e+09	-8.50975542e-04	-3.56671438e-03
7.26135000e+09	-8.59710341e-04	-3.60054040e-03
7.26150000e+09	-9.05512905e-04	-3.65791091e-03
7.26165000e+09	-9.39857536e-04	-3.59994119e-03
7.26180000e+09	-8.82162833e-04	-3.71305858e-03
7.26195000e+09	-9.23978179e-04	-3.61421357e-03
7.26210000e+09	-9.67620024e-04	-3.67280362e-03
7.26225000e+09	-1.00350626e-03	-3.62088356e-03
7.26240000e+09	-1.02359207e-03	-3.60103670e-03
7.26255000e+09	-1.00591391e-03	-3.65984635e-03
7.26270000e+09	-1.03578307e-03	-3.70025055e-03
7.26285000e+09	-1.10590773e-03	-3.64409239e-03
7.26300000e+09	-1.08431971e-03	-3.69575410e-03
7.26315000e+09	-1.07674375e-03	-3.65936444e-03
7.26330000e+09	-1.16921948e-03	-3.67688593e-03
7.26345000e+09	-1.08893593e-03	-3.64956463e-03
7.26360000e+09	-1.19140406e-03	-3.60405032e-03
7.26375000e+09	-1.18635234e-03	-3.67041301e-03
7.26390000e+09	-1.14912515e-03	-3.69790293e-03
7.26405000e+09	-1.21093482e-03	-3.66271946e-03
7.26420000e+09	-1.28475916e-03	-3.74975249e-03
7.26435000e+09	-1.27198816e-03	-3.71382229e-03
7.26450000e+09	-1.33676597e-03	-3.68603887e-03
7.26465000e+09	-1.29979537e-03	-3.73537431e-03
7.26480000e+09	-1.32731514e-03	-3.70432206e-03
7.26495000e+09	-1.29136234e-03	-3.68488962e-03
7.26510000e+09	-1.41007896e-03	-3.73603826e-03
7.26525000e+09	-1.43405887e-03	-3.77120186e-03
7.26540000e+09	-1.44935690e-03	-3.71980439e-03
7.26555000e+09	-1.40875517e-03	-3.70334027e-03
7.26570000e+09	-1.50005733e-03	-3.72778020e-03
7.26585000e+09	-1.58431462e-03	-3.75872755e-03
7.26600000e+09	-1.56120151e-03	-3.75148657e-03
7.26615000e+09	-1.55158186e-03	-3.73712301e-03
7.26630000e+09	-1.62705052e-03	-3.74171884e-03
7.26645000e+09	-1.58817613e-03	-3.80821838e-03
7.26660000e+09	-1.65362462e-03	-3.77473304e-03
7.26675000e+09	-1.65564178e-03	-3.74156786e-03
7.26690000e+09	-1.70710603e-03	-3.77076254e-03
7.26705000e+09	-1.68984459e-03	-3.74052567e-03
7.26720000e+09	-1.75639300e-03	-3.76942373e-03
7.26735000e+09	-1.77642710e-03	-3.78859660e-03
7.26750000e+09	-1.79355315e-03	-3.73304625e-03
7.26765000e+09	-1.82127718e-03	-3.82237495e-03
7.26780000e+09	-1.82520302e-03	-3.74428837e-03
7.26795000e+09	-1.89193661e-03	-3.79093038e-03
7.26810000e+09	-1.92650889e-03	-3.73147813e-03
7.26825000e+09	-1.94962472e-03	-3.82327826e-03
7.26840000e+09	-1.93021785e-03	-3.78466381e-03
7.26855000e+09	-1.98414110e-03	-3.77484756e-03
7.26870000e+09	-2.06817696e-03	-3.76504405e-03
7.26885000e+09	-2.01419509e-03	-3.82442432e-03
7.26900000e+09	-2.16697814e-03	-3.79557641e-03
7.26915000e+09	-2.12134577e-03	-3.78253166e-03
7.26930000e+09	-2.09457099e-03	-3.80750071e-03
7.26945000e+09	-2.17983413e-03	-3.79527043e-03
7.26960000e+09	-2.18921121e-03	-3.79833554e-03
7.26975000e+09	-2.23224656e-03	-3.79264848e-03
7.26990000e+09	-2.23728173e-03	-3.80545133e-03
7.27005000e+09	-2.27795606e-03	-3.79829800e-03
7.27020000e+09	-2.34908789e-03	-3.84059245e-03
7.27035000e+09	-2.32524035e-03	-3.83750704e-03
7.27050000e+09	-2.34113562e-03	-3.84572848e-03
7.27065000e+09	-2.43839401e-03	-3.89149615e-03
7.27080000e+09	-2.42716121e-03	-3.77554139e-03
7.27095000e+09	-2.53558552e-03	-3.83179751e-03
7.27110000e+09	-2.48185074e-03	-3.85787623e-03
7.27125000e+09	-2.53010115e-03	-3.80170497e-03
7.27140000e+09	-2.57663482e-03	-3.80060492e-03
7.27155000e+09	-2.63987640e-03	-3.82842975e-03
7.27170000e+09	-2.63135191e-03	-3.81810174e-03
7.27185000e+09	-2.67506642e-03	-3.82006466e-03
7.27200000e+09	-2.75113486e-03	-3.80765122e-03
7.27215000e+09	-2.79425971e-03	-3.89402722e-03
7.27230000e+09	-2.73124475e-03	-3.83985164e-03
7.27245000e+09	-2.80242031e-03	-3.88595204e-03
7.27260000e+09	-2.79885098e-03	-3.79227019e-03
7.27275000e+09	-2.89034397e-03	-3.81779698e-03
7.27290000e+09	-2.91818129e-03	-3.79649180e-03
7.27305000e+09	-2.94679550e-03	-3.84228701e-03
7.27320000e+09	-3.07428445e-03	-3.79927641e-03
7.27335000e+09	-3.09998823e-03	-3.90570101e-03
7.27350000e+09	-3.08731178e-03	-3.84829105e-03
7.27365000e+09	-3.14790021e-03	-3.80857534e-03
7.27380000e+09	-3.16241262e-03	-3.85653573e-03
7.27395000e+09	-3.26991452e-03	-3.80412403e-03
7.27410000e+09	-3.22836976e-03	-3.84377587e-03
7.27425000e+09	-3.28208822e-03	-3.87543331e-03
7.27440000e+09	-3.34437111e-03	-3.81309246e-03
7.27455000e+09	-3.37496489e-03	-3.78575167e-03
7.27470000e+09	-3.42489778e-03	-3.84832096e-03
7.27485000e+09	-3.48421371e-03	-3.81875535e-03
7.27500000e+09	-3.55124926e-03	-3.82580646e-03
7.27515000e+09	-3.59211499e-03	-3.80930816e-03
7.27530000e+09	-3.68620903e-03	-3.89315034e-03
7.27545000e+09	-3.65047519e-03	-3.87342453e-03
7.27560000e+09	-3.69709687e-03	-3.88344911e-03
7.27575000e+09	-3.72864022e-03	-3.79135672e-03
7.27590000e+09	-3.78247992e-03	-3.82638116e-03
7.27605000e+09	-3.82493065e-03	-3.75241749e-03
7.27620000e+09	-3.93827897e-03	-3.83659273e-03
7.27635000e+09	-3.94093923e-03	-3.85012795e-03
7.27650000e+09	-3.99513686e-03	-3.86345416e-03
7.27665000e+09	-4.02843515e-03	-3.84442815e-03
7.27680000e+09	-4.15027223e-03	-3.90362185e-03
7.27695000e+09	-4.19377620e-03	-3.85684621e-03
7.27710000e+09	-4.23337287e-03	-3.86490451e-03
7.27725000e+09	-4.26704586e-03	-3.79584536e-03
7.27740000e+09	-4.39647509e-03	-3.87177283e-03
7.27755000e+09	-4.41022034e-03	-3.76355157e-03
7.27770000e+09	-4.44463083e-03	-3.81076485e-03
7.27785000e+09	-4.57216802e-03	-3.83114926e-03
7.27800000e+09	-4.67988084e-03	-3.82255810e-03
7.27815000e+09	-4.67130728e-03	-3.83364127e-03
7.27830000e+09	-4.78188623e-03	-3.85873300e-03
7.27845000e+09	-4.82538972e-03	-3.85088690e-03
7.27860000e+09	-4.96603733e-03	-3.81362095e-03
7.27875000e+09	-4.94598698e-03	-3.83210718e-03
7.27890000e+09	-5.03753767e-03	-3.77570446e-03
7.27905000e+09	-5.12216265e-03	-3.78913434e-03
7.27920000e+09	-5.21932231e-03	-3.84637848e-03
7.27935000e+09	-5.25551880e-03	-3.76849924e-03
7.27950000e+09	-5.41318739e-03	-3.81752475e-03
7.27965000e+09	-5.45793908e-03	-3.82673187e-03
7.27980000e+09	-5.56380508e-03	-3.75215339e-03
7.27995000e+09	-5.64933731e-03	-3.82419259e-03
7.28010000e+09	-5.75130815e-03	-3.85507815e-03
7.28025000e+09	-5.78543976e-03	-3.85120242e-03
7.28040000e+09	-5.89183716e-03	-3.75804362e-03
7.28055000e+09	-6.01576927e-03	-3.80768168e-03
7.28070000e+09	-6.08124114e-03	-3.74006841e-03
7.28085000e+09	-6.16748686e-03	-3.83240672e-03
7.28100000e+09	-6.38856864e-03	-3.75555162e-03
7.28115000e+09	-6.46842834e-03	-3.77424540e-03
7.28130000e+09	-6.61028371e-03	-3.74800213e-03
7.28145000e+09	-6.62066855e-03	-3.81251387e-03
7.28160000e+09	-6.89128282e-03	-3.79271966e-03
7.28175000e+09	-6.91885137e-03	-3.78790632e-03
7.28190000e+09	-7.10527054e-03	-3.70803565e-03
7.28205000e+09	-7.17519231e-03	-3.67925894e-03
7.28220000e+09	-7.36386005e-03	-3.75619088e-03
7.28235000e+09	-7.48299126e-03	-3.69173766e-03
7.28250000e+09	-7.59542439e-03	-3.71264604e-03
7.28265000e+09	-7.83009082e-03	-3.67318237e-03
7.28280000e+09	-7.99093148e-03	-3.70001202e-03
7.28295000e+09	-8.18495880e-03	-3.74582905e-03
7.28310000e+09	-8.31742097e-03	-3.65896387e-03
7.28325000e+09	-8.51924819e-03	-3.67656605e-03
7.28340000e+09	-8.69622761e-03	-3.64825081e-03
7.28355000e+09	-8.83192386e-03	-3.60229631e-03
7.28370000e+09	-9.08091002e-03	-3.56064462e-03
7.28385000e+09	-9.33975954e-03	-3.57879525e-03
7.28400000e+09	-9.44684699e-03	-3.54581890e-03
7.28415000e+09	-9.82993606e-03	-3.53460948e-03
7.28430000e+09	-1.00415121e-02	-3.52162901e-03
7.28445000e+09	-1.03719702e-02	-3.48802010e-03
7.28460000e+09	-1.05800988e-02	-3.45756498e-03
7.28475000e+09	-1.08914642e-02	-3.42712179e-03
7.28490000e+09	-1.11717919e-02	-3.29763413e-03
7.28505000e+09	-1.14703456e-02	-3.38364043e-03
7.28520000e+09	-1.17735764e-02	-3.24844146e-03
7.28535000e+09	-1.21987703e-02	-3.19349402e-03
7.28550000e+09	-1.25406468e-02	-3.04172107e-03
7.28565000e+09	-1.29951559e-02	-3.02064031e-03
7.28580000e+09	-1.35024525e-02	-2.96903088e-03
7.28595000e+09	-1.40139787e-02	-2.90553021e-03
7.28610000e+09	-1.43920194e-02	-2.70054476e-03
7.28625000e+09	-1.49886710e-02	-2.60939810e-03
7.28640000e+09	-1.55444656e-02	-2.48716218e-03
7.28655000e+09	-1.61754963e-02	-2.31052839e-03
7.28670000e+09	-1.67145990e-02	-2.07968913e-03
7.28685000e+09	-1.75747943e-02	-1.88241328e-03
7.28700000e+09	-1.83146834e-02	-1.55050897e-03
7.28715000e+09	-1.91966245e-02	-1.28113150e-03
7.28730000e+09	-2.00139176e-02	-9.04327258e-04
7.28745000e+09	-2.13226515e-02	-4.90387421e-04
7.28760000e+09	-2.22923716e-02	3.38994694e-05
7.28775000e+09	-2.35732332e-02	7.34025810e-04
7.28790000e+09	-2.49170296e-02	1.46597365e-03
7.28805000e+09	-2.65396899e-02	2.37117143e-03
7.28820000e+09	-2.79412349e-02	3.43101045e-03
7.28835000e+09	-2.98805487e-02	4.86245552e-03
