C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\Photon_Count_2_V5_PC_2_1_1_PIXEL3_2PORT_longsim.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_2PORT_longsim
15.093,-0.193289
15.0935,-0.193218
15.094,-0.193148
15.0945,-0.193077
15.095,-0.193007
15.0955,-0.192937
15.096,-0.192866
15.0965,-0.192796
15.097,-0.192726
15.0975,-0.192656
15.098,-0.192586
15.0985,-0.192516
15.099,-0.192446
15.0995,-0.192376
15.1,-0.192307
15.1005,-0.192237
15.101,-0.192167
15.1015,-0.192098
15.102,-0.192028
15.1025,-0.191959
15.103,-0.19189
15.1035,-0.191821
15.104,-0.191751
15.1045,-0.191682
15.105,-0.191613
15.1055,-0.191544
15.106,-0.191476
15.1065,-0.191407
15.107,-0.191338
15.1075,-0.19127
15.108,-0.191201
15.1085,-0.191133
15.109,-0.191064
15.1095,-0.190996
15.11,-0.190928
15.1105,-0.190859
15.111,-0.190791
15.1115,-0.190723
15.112,-0.190655
15.1125,-0.190588
15.113,-0.19052
15.1135,-0.190452
15.114,-0.190385
15.1145,-0.190317
15.115,-0.19025
15.1155,-0.190182
15.116,-0.190115
15.1165,-0.190048
15.117,-0.189981
15.1175,-0.189914
15.118,-0.189847
15.1185,-0.18978
15.119,-0.189713
15.1195,-0.189646
15.12,-0.18958
15.1205,-0.189513
15.121,-0.189447
15.1215,-0.18938
15.122,-0.189314
15.1225,-0.189248
15.123,-0.189181
15.1235,-0.189115
15.124,-0.189049
15.1245,-0.188984
15.125,-0.188918
15.1255,-0.188852
15.126,-0.188787
15.1265,-0.188721
15.127,-0.188656
15.1275,-0.18859
15.128,-0.188525
15.1285,-0.18846
15.129,-0.188395
15.1295,-0.18833
15.13,-0.188265
15.1305,-0.1882
15.131,-0.188135
15.1315,-0.188071
15.132,-0.188006
15.1325,-0.187942
15.133,-0.187877
15.1335,-0.187813
15.134,-0.187749
15.1345,-0.187685
15.135,-0.187621
15.1355,-0.187557
15.136,-0.187493
15.1365,-0.187429
15.137,-0.187366
15.1375,-0.187302
15.138,-0.187239
15.1385,-0.187175
15.139,-0.187112
15.1395,-0.187049
15.14,-0.186986
15.1405,-0.186923
15.141,-0.18686
15.1415,-0.186798
15.142,-0.186735
15.1425,-0.186672
15.143,-0.18661
15.1435,-0.186548
15.144,-0.186485
15.1445,-0.186423
15.145,-0.186361
15.1455,-0.186299
15.146,-0.186237
15.1465,-0.186176
15.147,-0.186114
15.1475,-0.186053
15.148,-0.185991
15.1485,-0.18593
15.149,-0.185869
15.1495,-0.185807
15.15,-0.185747
15.1505,-0.185686
15.151,-0.185625
15.1515,-0.185564
15.152,-0.185504
15.1525,-0.185443
15.153,-0.185383
15.1535,-0.185323
15.154,-0.185262
15.1545,-0.185202
15.155,-0.185143
15.1555,-0.185083
15.156,-0.185023
15.1565,-0.184964
15.157,-0.184904
15.1575,-0.184845
15.158,-0.184786
15.1585,-0.184726
15.159,-0.184667
15.1595,-0.184609
15.16,-0.18455
15.1605,-0.184491
15.161,-0.184433
15.1615,-0.184374
15.162,-0.184316
15.1625,-0.184258
15.163,-0.1842
15.1635,-0.184142
15.164,-0.184084
15.1645,-0.184026
15.165,-0.183969
15.1655,-0.183911
15.166,-0.183854
15.1665,-0.183797
15.167,-0.18374
15.1675,-0.183683
15.168,-0.183626
15.1685,-0.18357
15.169,-0.183513
15.1695,-0.183457
15.17,-0.1834
15.1705,-0.183344
15.171,-0.183288
15.1715,-0.183232
15.172,-0.183176
15.1725,-0.183121
15.173,-0.183065
15.1735,-0.18301
15.174,-0.182955
15.1745,-0.1829
15.175,-0.182845
15.1755,-0.18279
15.176,-0.182735
15.1765,-0.182681
15.177,-0.182626
15.1775,-0.182572
15.178,-0.182518
15.1785,-0.182464
15.179,-0.18241
15.1795,-0.182356
15.18,-0.182303
15.1805,-0.182249
15.181,-0.182196
15.1815,-0.182143
15.182,-0.18209
15.1825,-0.182037
15.183,-0.181984
15.1835,-0.181932
15.184,-0.181879
15.1845,-0.181827
15.185,-0.181775
15.1855,-0.181723
15.186,-0.181671
15.1865,-0.18162
15.187,-0.181568
15.1875,-0.181517
15.188,-0.181466
15.1885,-0.181415
15.189,-0.181364
15.1895,-0.181313
15.19,-0.181263
15.1905,-0.181212
15.191,-0.181162
15.1915,-0.181112
15.192,-0.181062
15.1925,-0.181013
15.193,-0.180963
15.1935,-0.180914
15.194,-0.180864
15.1945,-0.180815
15.195,-0.180767
15.1955,-0.180718
15.196,-0.180669
15.1965,-0.180621
15.197,-0.180573
15.1975,-0.180525
15.198,-0.180477
15.1985,-0.180429
15.199,-0.180382
15.1995,-0.180334
15.2,-0.180287
15.2005,-0.18024
15.201,-0.180194
15.2015,-0.180147
15.202,-0.180101
15.2025,-0.180054
15.203,-0.180008
15.2035,-0.179963
15.204,-0.179917
15.2045,-0.179872
15.205,-0.179826
15.2055,-0.179781
15.206,-0.179736
15.2065,-0.179692
15.207,-0.179647
15.2075,-0.179603
15.208,-0.179559
15.2085,-0.179515
15.209,-0.179471
15.2095,-0.179428
15.21,-0.179384
15.2105,-0.179341
15.211,-0.179298
15.2115,-0.179256
15.212,-0.179213
15.2125,-0.179171
15.213,-0.179129
15.2135,-0.179087
15.214,-0.179046
15.2145,-0.179004
15.215,-0.178963
15.2155,-0.178922
15.216,-0.178881
15.2165,-0.178841
15.217,-0.178801
15.2175,-0.17876
15.218,-0.178721
15.2185,-0.178681
15.219,-0.178642
15.2195,-0.178602
15.22,-0.178564
15.2205,-0.178525
15.221,-0.178486
15.2215,-0.178448
15.222,-0.17841
15.2225,-0.178372
15.223,-0.178335
15.2235,-0.178298
15.224,-0.178261
15.2245,-0.178224
15.225,-0.178187
15.2255,-0.178151
15.226,-0.178115
15.2265,-0.178079
15.227,-0.178044
15.2275,-0.178008
15.228,-0.177973
15.2285,-0.177939
15.229,-0.177904
15.2295,-0.17787
15.23,-0.177836
15.2305,-0.177802
15.231,-0.177769
15.2315,-0.177736
15.232,-0.177703
15.2325,-0.17767
15.233,-0.177638
15.2335,-0.177606
15.234,-0.177574
15.2345,-0.177543
15.235,-0.177512
15.2355,-0.177481
15.236,-0.17745
15.2365,-0.17742
15.237,-0.17739
15.2375,-0.17736
15.238,-0.177331
15.2385,-0.177302
15.239,-0.177273
15.2395,-0.177244
15.24,-0.177216
15.2405,-0.177188
15.241,-0.17716
15.2415,-0.177133
15.242,-0.177106
15.2425,-0.17708
15.243,-0.177053
15.2435,-0.177027
15.244,-0.177002
15.2445,-0.176976
15.245,-0.176951
15.2455,-0.176927
15.246,-0.176902
15.2465,-0.176878
15.247,-0.176855
15.2475,-0.176831
15.248,-0.176808
15.2485,-0.176786
15.249,-0.176764
15.2495,-0.176742
15.25,-0.17672
15.2505,-0.176699
15.251,-0.176678
15.2515,-0.176658
15.252,-0.176638
15.2525,-0.176618
15.253,-0.176599
15.2535,-0.17658
15.254,-0.176561
15.2545,-0.176543
15.255,-0.176525
15.2555,-0.176508
15.256,-0.176491
15.2565,-0.176474
15.257,-0.176458
15.2575,-0.176442
15.258,-0.176427
15.2585,-0.176412
15.259,-0.176397
15.2595,-0.176383
15.26,-0.176369
15.2605,-0.176356
15.261,-0.176318
15.2615,-0.176306
15.262,-0.176294
15.2625,-0.176282
15.263,-0.176271
15.2635,-0.176261
15.264,-0.176251
15.2645,-0.176241
15.265,-0.176232
15.2655,-0.176223
15.266,-0.176215
15.2665,-0.176208
15.267,-0.1762
15.2675,-0.176194
15.268,-0.176187
15.2685,-0.176182
15.269,-0.176176
15.2695,-0.176172
15.27,-0.176167
15.2705,-0.176164
15.271,-0.176161
15.2715,-0.176158
15.272,-0.176156
15.2725,-0.176154
15.273,-0.176153
15.2735,-0.176152
15.274,-0.176152
15.2745,-0.176153
15.275,-0.176154
15.2755,-0.176156
15.276,-0.176158
15.2765,-0.17616
15.277,-0.176164
15.2775,-0.176168
15.278,-0.176172
15.2785,-0.176177
15.279,-0.176183
15.2795,-0.176189
15.28,-0.176196
15.2805,-0.176204
15.281,-0.176212
15.2815,-0.17622
15.282,-0.17623
15.2825,-0.17624
15.283,-0.17625
15.2835,-0.176261
15.284,-0.176273
15.2845,-0.176286
15.285,-0.176299
15.2855,-0.176313
15.286,-0.176327
15.2865,-0.176343
15.287,-0.176359
15.2875,-0.176375
15.288,-0.176392
15.2885,-0.17641
15.289,-0.176429
15.2895,-0.176449
15.29,-0.176469
15.2905,-0.17649
15.291,-0.176511
15.2915,-0.176534
15.292,-0.176557
15.2925,-0.176581
15.293,-0.176605
15.2935,-0.176631
15.294,-0.176657
15.2945,-0.176684
15.295,-0.176712
15.2955,-0.176741
15.296,-0.17677
15.2965,-0.1768
15.297,-0.176831
15.2975,-0.176863
15.298,-0.176896
15.2985,-0.17693
15.299,-0.176964
15.2995,-0.177
15.3,-0.177036
15.3005,-0.177073
15.301,-0.177112
15.3015,-0.177151
15.302,-0.177191
15.3025,-0.177232
15.303,-0.177274
15.3035,-0.177316
15.304,-0.17736
15.3045,-0.177405
15.305,-0.177451
15.3055,-0.177498
15.306,-0.177546
15.3065,-0.177594
15.307,-0.177644
15.3075,-0.177695
15.308,-0.177747
15.3085,-0.1778
15.309,-0.177855
15.3095,-0.17791
15.31,-0.177966
15.3105,-0.178024
15.311,-0.178083
15.3115,-0.178143
15.312,-0.178204
15.3125,-0.178266
15.313,-0.178329
15.3135,-0.178394
15.314,-0.17846
15.3145,-0.178527
15.315,-0.178595
15.3155,-0.178665
15.316,-0.178735
15.3165,-0.178808
15.317,-0.178881
15.3175,-0.178956
15.318,-0.179032
15.3185,-0.17911
15.319,-0.179188
15.3195,-0.179269
15.32,-0.17935
15.3205,-0.179434
15.321,-0.179518
15.3215,-0.179604
15.322,-0.179692
15.3225,-0.179781
15.323,-0.179871
15.3235,-0.179963
15.324,-0.180057
15.3245,-0.180152
15.325,-0.180249
15.3255,-0.180348
15.326,-0.180448
15.3265,-0.18055
15.327,-0.180653
15.3275,-0.180758
15.328,-0.180865
15.3285,-0.180974
15.329,-0.181084
15.3295,-0.181196
15.33,-0.18131
15.3305,-0.181426
15.331,-0.181544
15.3315,-0.181663
15.332,-0.181785
15.3325,-0.181908
15.333,-0.182033
15.3335,-0.182161
15.334,-0.18229
15.3345,-0.182422
15.335,-0.182555
15.3355,-0.182691
15.336,-0.182829
15.3365,-0.182969
15.337,-0.183111
15.3375,-0.183255
15.338,-0.183402
15.3385,-0.18355
15.339,-0.183702
15.3395,-0.183855
15.34,-0.184011
15.3405,-0.184169
15.341,-0.18433
15.3415,-0.184493
15.342,-0.184659
15.3425,-0.184827
15.343,-0.184998
15.3435,-0.185171
15.344,-0.185348
15.3445,-0.185526
15.345,-0.185708
15.3455,-0.185892
15.346,-0.18608
15.3465,-0.18627
15.347,-0.186462
15.3475,-0.186658
15.348,-0.186857
15.3485,-0.187059
15.349,-0.187264
15.3495,-0.187472
15.35,-0.187683
15.3505,-0.187898
15.351,-0.188116
15.3515,-0.188337
15.352,-0.188561
15.3525,-0.188789
15.353,-0.18902
15.3535,-0.189255
15.354,-0.189493
15.3545,-0.189736
15.355,-0.189981
15.3555,-0.190231
15.356,-0.190484
15.3565,-0.190741
15.357,-0.191002
15.3575,-0.191267
15.358,-0.191536
15.3585,-0.19181
15.359,-0.192087
15.3595,-0.192369
15.36,-0.192655
15.3605,-0.192945
15.361,-0.19324
15.3615,-0.193539
15.362,-0.193843
15.3625,-0.194152
15.363,-0.194465
15.3635,-0.194783
15.364,-0.195107
15.3645,-0.195435
15.365,-0.195768
15.3655,-0.196106
15.366,-0.19645
15.3665,-0.196799
15.367,-0.197153
15.3675,-0.197513
15.368,-0.197879
15.3685,-0.19825
15.369,-0.198627
15.3695,-0.19901
15.37,-0.1994
15.3705,-0.199795
15.371,-0.200196
15.3715,-0.200604
15.372,-0.201018
15.3725,-0.201439
15.373,-0.201866
15.3735,-0.202301
15.374,-0.202742
15.3745,-0.20319
15.375,-0.203646
15.3755,-0.204108
15.376,-0.204579
15.3765,-0.205056
15.377,-0.205542
15.3775,-0.206035
15.378,-0.206536
15.3785,-0.207046
15.379,-0.207564
15.3795,-0.20809
15.38,-0.208625
15.3805,-0.209168
15.381,-0.209721
15.3815,-0.210282
15.382,-0.210853
15.3825,-0.211434
15.383,-0.212024
15.3835,-0.212623
15.384,-0.213233
15.3845,-0.213853
15.385,-0.214484
15.3855,-0.215125
15.386,-0.215776
15.3865,-0.216439
15.387,-0.217113
15.3875,-0.217799
15.388,-0.218496
15.3885,-0.219205
15.389,-0.219926
15.3895,-0.220659
15.39,-0.221406
15.3905,-0.222165
15.391,-0.222937
15.3915,-0.223722
15.392,-0.224522
15.3925,-0.225335
15.393,-0.226162
15.3935,-0.227004
15.394,-0.227861
15.3945,-0.228733
15.395,-0.22962
15.3955,-0.230523
15.396,-0.231442
15.3965,-0.232378
15.397,-0.23333
15.3975,-0.234299
15.398,-0.235286
15.3985,-0.236291
15.399,-0.237313
15.3995,-0.238355
15.4,-0.239415
15.4005,-0.240494
15.401,-0.241594
15.4015,-0.242713
15.402,-0.243853
15.4025,-0.245014
15.403,-0.246196
15.4035,-0.247401
15.404,-0.248628
15.4045,-0.249877
15.405,-0.25115
15.4055,-0.252447
15.406,-0.253768
15.4065,-0.255114
15.407,-0.256485
15.4075,-0.257882
15.408,-0.259306
15.4085,-0.260756
15.409,-0.262234
15.4095,-0.26374
15.41,-0.265275
15.4105,-0.26684
15.411,-0.268434
15.4115,-0.270059
15.412,-0.271715
15.4125,-0.273402
15.413,-0.275123
15.4135,-0.276876
15.414,-0.278663
15.4145,-0.280485
15.415,-0.282342
15.4155,-0.284235
15.416,-0.286165
15.4165,-0.288132
15.417,-0.290137
15.4175,-0.292181
15.418,-0.294264
15.4185,-0.296388
15.419,-0.298552
15.4195,-0.300759
15.42,-0.303008
15.4205,-0.3053
15.421,-0.307637
15.4215,-0.310018
15.422,-0.312445
15.4225,-0.314918
15.423,-0.317439
15.4235,-0.320007
15.424,-0.322624
15.4245,-0.32529
15.425,-0.328006
15.4255,-0.330773
15.426,-0.333591
15.4265,-0.336461
15.427,-0.339384
15.4275,-0.342359
15.428,-0.345389
15.4285,-0.348472
15.429,-0.35161
15.4295,-0.354803
15.43,-0.358052
15.4305,-0.361355
15.431,-0.364715
15.4315,-0.36813
15.432,-0.371602
15.4325,-0.375129
15.433,-0.378712
15.4335,-0.382351
15.434,-0.386044
15.4345,-0.389792
15.435,-0.393594
15.4355,-0.39745
15.436,-0.401357
15.4365,-0.405316
15.437,-0.409325
15.4375,-0.413382
15.438,-0.417486
15.4385,-0.421634
15.439,-0.425826
15.4395,-0.430058
15.44,-0.434328
15.4405,-0.438633
15.441,-0.44297
15.4415,-0.447335
15.442,-0.451726
15.4425,-0.456137
15.443,-0.460565
15.4435,-0.465005
15.444,-0.469452
15.4445,-0.473901
15.445,-0.478347
15.4455,-0.482782
15.446,-0.487201
15.4465,-0.491598
15.447,-0.495965
15.4475,-0.500295
15.448,-0.50458
15.4485,-0.508813
15.449,-0.512984
15.4495,-0.517087
15.45,-0.521111
15.4505,-0.525048
15.451,-0.528889
15.4515,-0.532624
15.452,-0.536244
15.4525,-0.539739
15.453,-0.5431
15.4535,-0.546316
15.454,-0.549379
15.4545,-0.552279
15.455,-0.555006
15.4555,-0.557552
15.456,-0.559908
15.4565,-0.562064
15.457,-0.564015
15.4575,-0.565751
15.458,-0.567265
15.4585,-0.568552
15.459,-0.569605
15.4595,-0.570419
15.46,-0.57099
15.4605,-0.571314
15.461,-0.571388
15.4615,-0.57121
15.462,-0.57078
15.4625,-0.570096
15.463,-0.569159
15.4635,-0.567971
15.464,-0.566534
15.4645,-0.564851
15.465,-0.562926
15.4655,-0.560764
15.466,-0.558371
15.4665,-0.555751
15.467,-0.552914
15.4675,-0.549866
15.468,-0.546615
15.4685,-0.543169
15.469,-0.539539
15.4695,-0.535733
15.47,-0.531761
15.4705,-0.527633
15.471,-0.52336
15.4715,-0.518951
15.472,-0.514418
15.4725,-0.50977
15.473,-0.505017
15.4735,-0.500172
15.474,-0.495242
15.4745,-0.490239
15.475,-0.485172
15.4755,-0.480051
15.476,-0.474885
15.4765,-0.469682
15.477,-0.464452
15.4775,-0.459202
15.478,-0.453941
15.4785,-0.448675
15.479,-0.443413
15.4795,-0.43816
15.48,-0.432922
15.4805,-0.427707
15.481,-0.422519
15.4815,-0.417363
15.482,-0.412244
15.4825,-0.407166
15.483,-0.402134
15.4835,-0.397151
15.484,-0.392221
15.4845,-0.387345
15.485,-0.382528
15.4855,-0.377772
15.486,-0.373077
15.4865,-0.368448
15.487,-0.363884
15.4875,-0.359388
15.488,-0.35496
15.4885,-0.350602
15.489,-0.346314
15.4895,-0.342097
15.49,-0.33795
15.4905,-0.333876
15.491,-0.329872
15.4915,-0.32594
15.492,-0.32208
15.4925,-0.31829
15.493,-0.314571
15.4935,-0.310922
15.494,-0.307343
15.4945,-0.303832
15.495,-0.30039
15.4955,-0.297016
15.496,-0.293708
15.4965,-0.290465
15.497,-0.287288
15.4975,-0.284175
15.498,-0.281125
15.4985,-0.278137
15.499,-0.27521
15.4995,-0.272343
15.5,-0.269534
15.5005,-0.266784
15.501,-0.264091
15.5015,-0.261453
15.502,-0.258871
15.5025,-0.256341
15.503,-0.253865
15.5035,-0.25144
15.504,-0.249065
15.5045,-0.24674
15.505,-0.244464
15.5055,-0.242234
15.506,-0.240051
15.5065,-0.237914
15.507,-0.23582
15.5075,-0.233771
15.508,-0.231763
15.5085,-0.229797
15.509,-0.227872
15.5095,-0.225986
15.51,-0.224139
15.5105,-0.22233
15.511,-0.220558
15.5115,-0.218822
15.512,-0.217121
15.5125,-0.215455
15.513,-0.213823
15.5135,-0.212223
15.514,-0.210656
15.5145,-0.20912
15.515,-0.207615
15.5155,-0.206139
15.516,-0.204693
15.5165,-0.203276
15.517,-0.201886
15.5175,-0.200524
15.518,-0.199188
15.5185,-0.197878
15.519,-0.196594
15.5195,-0.195335
15.52,-0.194099
15.5205,-0.192888
15.521,-0.191699
15.5215,-0.190533
15.522,-0.189389
15.5225,-0.188267
15.523,-0.187166
15.5235,-0.186085
15.524,-0.185024
15.5245,-0.183983
15.525,-0.182961
15.5255,-0.181958
15.526,-0.180973
15.5265,-0.180006
15.527,-0.179056
15.5275,-0.178123
15.528,-0.177208
15.5285,-0.176308
15.529,-0.175424
15.5295,-0.174556
15.53,-0.173703
15.5305,-0.172865
15.531,-0.172042
15.5315,-0.171233
15.532,-0.170437
15.5325,-0.169656
15.533,-0.168887
15.5335,-0.168132
15.534,-0.167389
15.5345,-0.166659
15.535,-0.165941
15.5355,-0.165234
15.536,-0.16454
15.5365,-0.163857
15.537,-0.163185
15.5375,-0.162523
15.538,-0.161873
15.5385,-0.161233
15.539,-0.160603
15.5395,-0.159983
15.54,-0.159373
15.5405,-0.158773
15.541,-0.158182
15.5415,-0.1576
15.542,-0.157027
15.5425,-0.156463
15.543,-0.155907
15.5435,-0.15536
15.544,-0.154821
15.5445,-0.154291
15.545,-0.153768
15.5455,-0.153253
15.546,-0.152746
15.5465,-0.152246
15.547,-0.151753
15.5475,-0.151268
15.548,-0.150789
15.5485,-0.150318
15.549,-0.149853
15.5495,-0.149395
15.55,-0.148943
15.5505,-0.148498
15.551,-0.148059
15.5515,-0.147626
15.552,-0.147199
15.5525,-0.146777
15.553,-0.146362
15.5535,-0.145952
15.554,-0.145548
15.5545,-0.145149
15.555,-0.144756
15.5555,-0.144367
15.556,-0.143984
15.5565,-0.143606
15.557,-0.143233
15.5575,-0.142864
15.558,-0.142501
15.5585,-0.142142
15.559,-0.141787
15.5595,-0.141437
15.56,-0.141092
15.5605,-0.140751
15.561,-0.140414
15.5615,-0.140081
15.562,-0.139752
15.5625,-0.139428
15.563,-0.139107
15.5635,-0.13879
15.564,-0.138477
15.5645,-0.138168
15.565,-0.137862
15.5655,-0.13756
15.566,-0.137262
15.5665,-0.136967
15.567,-0.136675
15.5675,-0.136387
15.568,-0.136102
15.5685,-0.13582
15.569,-0.135542
15.5695,-0.135266
15.57,-0.134994
15.5705,-0.134725
15.571,-0.134459
15.5715,-0.134195
15.572,-0.133935
15.5725,-0.133677
15.573,-0.133422
15.5735,-0.13317
15.574,-0.132921
15.5745,-0.132674
15.575,-0.13243
15.5755,-0.132188
15.576,-0.131949
15.5765,-0.131712
15.577,-0.131478
15.5775,-0.131246
15.578,-0.131017
15.5785,-0.130789
15.579,-0.130564
15.5795,-0.130342
15.58,-0.130121
15.5805,-0.129903
15.581,-0.129687
15.5815,-0.129473
15.582,-0.129261
15.5825,-0.129051
15.583,-0.128843
15.5835,-0.128637
15.584,-0.128433
15.5845,-0.128231
15.585,-0.12803
15.5855,-0.127832
15.586,-0.127635
15.5865,-0.12744
15.587,-0.127247
15.5875,-0.127056
15.588,-0.126867
15.5885,-0.126679
15.589,-0.126492
15.5895,-0.126308
15.59,-0.126125
15.5905,-0.125944
15.591,-0.125764
15.5915,-0.125585
15.592,-0.125409
15.5925,-0.125233
15.593,-0.12506
15.5935,-0.124887
15.594,-0.124716
15.5945,-0.124547
15.595,-0.124379
15.5955,-0.124212
15.596,-0.124047
15.5965,-0.123883
15.597,-0.12372
15.5975,-0.123559
15.598,-0.123398
15.5985,-0.123239
15.599,-0.123082
15.5995,-0.122925
15.6,-0.12277
15.6005,-0.122616
15.601,-0.122463
15.6015,-0.122311
15.602,-0.122161
15.6025,-0.122011
15.603,-0.121863
15.6035,-0.121716
15.604,-0.12157
15.6045,-0.121424
15.605,-0.12128
15.6055,-0.121137
15.606,-0.120995
15.6065,-0.120854
15.607,-0.120714
15.6075,-0.120575
15.608,-0.120437
15.6085,-0.1203
15.609,-0.120164
15.6095,-0.120029
15.61,-0.119894
15.6105,-0.119761
15.611,-0.119628
15.6115,-0.119497
15.612,-0.119366
15.6125,-0.119236
15.613,-0.119107
15.6135,-0.118979
15.614,-0.118851
15.6145,-0.118725
15.615,-0.118599
15.6155,-0.118474
15.616,-0.11835
15.6165,-0.118226
15.617,-0.118103
15.6175,-0.117982
15.618,-0.11786
15.6185,-0.11774
15.619,-0.11762
15.6195,-0.117501
15.62,-0.117383
15.6205,-0.117265
15.621,-0.117148
15.6215,-0.117032
15.622,-0.116917
15.6225,-0.116802
15.623,-0.116688
15.6235,-0.116574
15.624,-0.116461
15.6245,-0.116349
15.625,-0.116237
15.6255,-0.116126
15.626,-0.116016
15.6265,-0.115906
15.627,-0.115797
15.6275,-0.115688
15.628,-0.11558
15.6285,-0.115473
15.629,-0.115366
15.6295,-0.115259
15.63,-0.115154
15.6305,-0.115048
15.631,-0.114944
15.6315,-0.11484
15.632,-0.114736
15.6325,-0.114633
15.633,-0.11453
15.6335,-0.114428
15.634,-0.114327
15.6345,-0.114226
15.635,-0.114125
15.6355,-0.114025
15.636,-0.113925
15.6365,-0.113826
15.637,-0.113728
15.6375,-0.11363
15.638,-0.113532
15.6385,-0.113435
15.639,-0.113338
15.6395,-0.113242
15.64,-0.113146
15.6405,-0.11305
15.641,-0.112955
15.6415,-0.112861
15.642,-0.112767
15.6425,-0.112673
15.643,-0.11258
15.6435,-0.112487
15.644,-0.112394
15.6445,-0.112302
15.645,-0.112211
15.6455,-0.112119
15.646,-0.112028
15.6465,-0.111938
15.647,-0.111848
15.6475,-0.111758
15.648,-0.111669
15.6485,-0.11158
15.649,-0.111491
15.6495,-0.111403
15.65,-0.111315
15.6505,-0.111227
15.651,-0.11114
